timestamp,sender_id,event,source,queue_length
296.439397677,camera0,sample_received,live,141
296.460234533,camera1,sample_received,live,142
296.483878321,camera0,sample_received,live,142
296.485047483,camera2,sample_received,live,140
296.504979173,camera1,sample_received,live,143
296.52991918,camera0,sample_received,live,143
296.531028519,camera2,sample_received,live,141
296.552590435,camera1,sample_received,live,144
296.574290078,camera0,sample_received,live,144
296.575260427,camera2,sample_received,live,142
296.597618805,camera1,sample_received,live,145
296.621812213,camera2,sample_received,live,143
296.626753495,camera0,sample_received,live,145
296.642502776,camera1,sample_received,live,146
296.669369134,camera0,sample_received,live,146
296.672357225,camera2,sample_received,live,144
296.688151278,camera1,sample_received,live,147
296.715424058,camera0,sample_received,live,147
296.718671054,camera2,sample_received,live,145
296.733790855,camera1,sample_received,live,148
296.763143243,camera0,sample_received,live,148
296.763927683,camera2,sample_received,live,146
296.783416853,camera1,sample_received,live,149
296.809579012,camera2,sample_received,live,147
296.810467657,camera0,sample_received,live,149
296.827049368,camera1,sample_received,live,150
296.856855055,camera0,sample_received,live,150
296.858154902,camera2,sample_received,live,148
296.873782664,camera1,sample_received,live,151
296.901689212,camera0,sample_received,live,151
296.903308036,camera2,sample_received,live,149
296.917524984,camera1,sample_received,live,152
296.948282977,camera0,sample_received,live,152
296.949764594,camera2,sample_received,live,150
296.96510555,camera1,sample_received,live,153
296.994566014,camera2,sample_received,live,151
296.995578111,camera0,sample_received,live,153
297.012267957,camera1,sample_received,live,154
297.041524148,camera0,sample_received,live,154
297.042683631,camera2,sample_received,live,152
297.05815952,camera1,sample_received,live,155
297.089060664,camera0,sample_received,live,155
297.090337558,camera2,sample_received,live,153
297.103665211,camera1,sample_received,live,156
297.133739395,camera0,sample_received,live,156
297.13555055,camera2,sample_received,live,154
297.149511038,camera1,sample_received,live,157
297.180078678,camera0,sample_received,live,157
297.180925605,camera2,sample_received,live,155
297.194388461,camera1,sample_received,live,158
297.226209289,camera0,sample_received,live,158
297.227123303,camera2,sample_received,live,156
297.240732813,camera1,sample_received,live,159
297.273322823,camera2,sample_received,live,157
297.274168429,camera0,sample_received,live,159
297.285525217,camera1,sample_received,live,160
297.318851998,camera0,sample_received,live,160
297.319680391,camera2,sample_received,live,158
297.33033359,camera1,sample_received,live,161
297.366174274,camera0,sample_received,live,161
297.366965095,camera2,sample_received,live,159
297.377112467,camera1,sample_received,live,162
297.413693068,camera0,sample_received,live,162
297.417037066,camera2,sample_received,live,160
297.421402048,camera1,sample_received,live,163
297.463310886,camera0,sample_received,live,163
297.466415094,camera2,sample_received,live,161
297.467678322,camera1,sample_received,live,164
297.506309707,camera0,sample_received,live,164
297.509370344,camera2,sample_received,live,162
297.513076301,camera1,sample_received,live,165
297.551668512,camera0,sample_received,live,165
297.554330392,camera2,sample_received,live,163
297.558212609,camera1,sample_received,live,166
297.597061441,camera0,sample_received,live,166
297.597886668,camera2,sample_received,live,164
297.601946397,camera1,sample_received,live,167
297.642165578,camera0,sample_received,live,167
297.643463321,camera2,sample_received,live,165
297.646325667,camera1,sample_received,live,168
297.688087008,camera0,sample_received,live,168
297.689036879,camera2,sample_received,live,166
297.690572968,camera1,sample_received,live,169
297.732885824,camera2,sample_received,live,167
297.734624492,camera0,sample_received,live,169
297.735667267,camera1,sample_received,live,170
297.77968055,camera0,sample_received,live,170
297.780573173,camera2,sample_received,live,168
297.781355129,camera1,sample_received,live,171
297.825615956,camera1,sample_received,live,172
297.826335064,camera2,sample_received,live,169
297.826990783,camera0,sample_received,live,171
297.870272775,camera1,sample_received,live,173
297.87186497,camera2,sample_received,live,170
297.873020866,camera0,sample_received,live,172
297.914627738,camera1,sample_received,live,174
297.915832677,camera2,sample_received,live,171
297.91660774,camera0,sample_received,live,173
297.959370139,camera1,sample_received,live,175
297.961343949,camera2,sample_received,live,172
297.962497752,camera0,sample_received,live,174
298.006419758,camera1,sample_received,live,176
298.011470847,camera2,sample_received,live,173
298.012355445,camera0,sample_received,live,175
298.052621879,camera1,sample_received,live,177
298.058087856,camera2,sample_received,live,174
298.058830849,camera0,sample_received,live,176
298.100505231,camera1,sample_received,live,178
298.103553656,camera0,sample_received,live,177
298.104527601,camera2,sample_received,live,175
298.147427381,camera1,sample_received,live,179
298.150630266,camera2,sample_received,live,176
298.153698518,camera0,sample_received,live,178
298.191341063,camera1,sample_received,live,180
298.194734484,camera2,sample_received,live,177
298.195720993,camera0,sample_received,live,179
298.237255604,camera1,sample_received,live,181
298.241559642,camera0,sample_received,live,180
298.245867127,camera2,sample_received,live,178
298.284839464,camera1,sample_received,live,182
298.288492513,camera0,sample_received,live,181
298.292634357,camera2,sample_received,live,179
298.330565924,camera1,sample_received,live,183
298.335557521,camera0,sample_received,live,182
298.337188298,camera2,sample_received,live,180
298.375712355,camera1,sample_received,live,184
298.381780631,camera0,sample_received,live,183
298.382977064,camera2,sample_received,live,181
298.420469097,camera1,sample_received,live,185
298.427561171,camera0,sample_received,live,184
298.428581935,camera2,sample_received,live,182
298.465966095,camera1,sample_received,live,186
298.476668799,camera0,sample_received,live,185
298.477828332,camera2,sample_received,live,183
298.51088476,camera1,sample_received,live,187
298.522064718,camera0,sample_received,live,186
298.522934889,camera2,sample_received,live,184
298.557619479,camera1,sample_received,live,188
298.567552971,camera0,sample_received,live,187
298.568597939,camera2,sample_received,live,185
298.602233142,camera1,sample_received,live,189
298.61370662,camera0,sample_received,live,188
298.614870001,camera2,sample_received,live,186
298.64704675,camera1,sample_received,live,190
298.660285508,camera0,sample_received,live,189
298.662058932,camera2,sample_received,live,187
298.691796969,camera1,sample_received,live,191
298.707567071,camera0,sample_received,live,190
298.708530959,camera2,sample_received,live,188
298.736533101,camera1,sample_received,live,192
298.754268458,camera2,sample_received,live,189
298.754938354,camera0,sample_received,live,191
298.783631882,camera1,sample_received,live,193
298.80233268,camera0,sample_received,live,192
298.803202049,camera2,sample_received,live,190
298.830683166,camera1,sample_received,live,194
298.848223747,camera0,sample_received,live,193
298.851149521,camera2,sample_received,live,191
298.873037864,camera1,sample_received,live,195
298.895531339,camera0,sample_received,live,194
298.898642892,camera2,sample_received,live,192
298.921469113,camera1,sample_received,live,196
298.942363391,camera0,sample_received,live,195
298.94747315,camera2,sample_received,live,193
298.964862229,camera1,sample_received,live,197
298.987526939,camera0,sample_received,live,196
298.989675436,camera2,sample_received,live,194
299.009283036,camera1,sample_received,live,198
299.036059293,camera0,sample_received,live,197
299.04015991,camera2,sample_received,live,195
