round,frame_accuracy,balanced_accuracy,samples_processed,samples_trained,samples_received,stale_samples_discarded,live_samples,live_samples_trained,fallback_samples,fallback_samples_trained,fallback_delay,queue_fill_seconds_avg,queue_fill_seconds_max,queue_fill_complete_senders,compute_time,train_loss_avg,round_wall_time,samples_trained_per_second,images_processed_per_second,replay_buffer_size,queue_length_avg,queue_length_max,outage_active,resource_scope,cpu_avg,cpu_peak,cpu_var,cpu_avg_host_percent,cpu_peak_host_percent,memory_avg_mb,memory_peak_mb,acc_car,pred_car,test_car,train_car,received_car,buffer_car,acc_van,pred_van,test_van,train_van,received_van,buffer_van,acc_bus,pred_bus,test_bus,train_bus,received_bus,buffer_bus,acc_others,pred_others,test_others,train_others,received_others,buffer_others,received_camera0,queue_fill_seconds_camera0,queue_fill_complete_camera0,received_camera1,queue_fill_seconds_camera1,queue_fill_complete_camera1,received_camera2,queue_fill_seconds_camera2,queue_fill_complete_camera2
44,0.12806855025474756,0.4647503810736086,256,256,126,1349,126,115,0,141,0.0,1.9669257809998726,1.9677119599998605,0,0.6605610847473145,0.33217494934797287,2.6719284057617188,95.81095041617293,47.15695215796011,7968,15.0,15,False,receive_fallback_train_excludes_evaluation,77.27592592592593,318.0,14782.517753772288,25.758641975308645,106.0,1642.0243778935185,1680.73828125,0.027101012866137423,99,3653,67,100,6529,0.6269315673289183,2584,453,64,2,717,0.8571428571428571,654,189,65,24,663,0.34782608695652173,981,23,60,0,59,42,1.9677119599998605,False,42,1.966222359999847,False,42,1.9668430229999103,False
45,0.11602593793422881,0.4559915416249433,256,256,126,1482,126,139,0,117,0.0,1.9919275629999145,1.9928895349999038,0,0.6330862045288086,0.4049917384982109,2.645280361175537,96.77613146692552,47.63200220637741,8094,14.0,14,False,receive_fallback_train_excludes_evaluation,75.38703703703703,308.1,13959.488906035665,25.129012345679012,102.7,1563.8677662037037,1681.23828125,0.012318642211880646,45,3653,64,87,6616,0.6490066225165563,2717,453,64,12,729,0.8148148148148148,520,189,64,21,684,0.34782608695652173,1036,23,64,6,65,42,1.9928895349999038,False,42,1.9907932579999397,False,42,1.9920998959998997,False
46,0.1032885595182955,0.48227884884123706,256,256,126,1483,126,140,0,116,0.0,1.9808725936666935,1.9816864350000287,0,0.6641585826873779,0.3480941019952297,2.676748275756836,95.63842902919865,47.07203928780871,8220,14.0,14,False,receive_fallback_train_excludes_evaluation,76.96000000000001,318.3,14556.544218181822,25.653333333333336,106.10000000000001,1566.3617897727272,1681.70703125,0.003011223651793047,11,3653,64,83,6699,0.5695364238410596,2120,453,64,9,738,0.8783068783068783,671,189,64,24,708,0.4782608695652174,1516,23,64,10,75,42,1.9799774630000684,False,42,1.9809538829999838,False,42,1.9816864350000287,False
47,0.10699397869383974,0.47228953747875,256,256,126,1467,126,141,0,115,0.0,1.9683796596668042,1.9693133530001887,0,0.6483950614929199,0.3481817655265331,2.6609089374542236,96.20772676457067,47.35224051693712,8346,14.0,14,False,receive_fallback_train_excludes_evaluation,76.3425925925926,318.0,14340.697259945131,25.44753086419753,106.0,1564.4953703703704,1682.1640625,0.005474952094169176,20,3653,64,81,6780,0.5717439293598234,2355,453,64,12,750,0.9206349206349206,832,189,64,33,741,0.391304347826087,1111,23,64,0,75,42,1.9684208200001194,False,42,1.9674048060001041,False,42,1.9693133530001887,False
48,0.10861509958314035,0.475185793179559,256,256,126,1456,126,136,0,120,0.0,1.9672975393332308,1.9685308779999104,0,0.6575143337249756,0.3635387644171715,2.674774169921875,95.70901456980843,47.10678060857759,8472,15.0,15,False,receive_fallback_train_excludes_evaluation,76.67272727272727,318.3,14734.135074380167,25.55757575757576,106.10000000000001,1567.3421164772728,1682.625,0.006022447303586094,22,3653,64,126,6906,0.5827814569536424,2487,453,64,0,750,0.9206349206349206,865,189,64,0,741,0.391304347826087,944,23,64,0,75,42,1.9670995649998986,False,42,1.9662621749998834,False,42,1.9685308779999104,False
49,0.1062992125984252,0.47981499643200015,256,256,126,1431,126,144,0,112,0.0,1.9849604563334349,1.9858505280001282,0,0.6410918235778809,0.24349445104599,2.65264892578125,96.5073054002439,47.49968937668254,8598,14.0,14,False,receive_fallback_train_excludes_evaluation,160.16111111111113,4570.8,381038.7383024692,53.38703703703704,1523.6000000000001,1580.765842013889,1683.078125,0.0021899808376676703,8,3653,64,122,7028,0.609271523178808,2675,453,64,4,754,0.873015873015873,622,189,64,0,741,0.43478260869565216,1013,23,64,0,75,42,1.9858505280001282,False,42,1.98500261900017,False,42,1.9840282220000063,False
50,0.10653080129689671,0.47968742931921,256,256,126,1459,126,133,0,123,0.0,1.9729606500000803,1.9751302019999457,0,0.6737065315246582,0.28211361169815063,2.6881465911865234,95.23290167259961,46.87244379198262,8724,15.0,15,False,receive_fallback_train_excludes_evaluation,77.73636363636363,318.2,14540.257586776857,25.91212121212121,106.06666666666666,1569.4749289772728,1683.54296875,0.003011223651793047,11,3653,64,122,7150,0.6026490066225165,2445,453,64,4,758,0.8783068783068783,761,189,64,0,741,0.43478260869565216,1101,23,64,0,75,42,1.9751302019999457,False,42,1.9723539850001544,False,42,1.971397763000141,False
51,0.1079203334877258,0.4663048540883962,256,256,126,1474,126,129,0,127,0.0,1.9724849000000024,1.973376245000054,0,0.6728482246398926,0.29430345445871353,2.6852028369903564,95.33730430842658,46.92382946430371,8850,15.0,15,False,receive_fallback_train_excludes_evaluation,77.65454545454547,318.3,14658.211570247931,25.88484848484849,106.10000000000001,1569.4123579545455,1684.0234375,0.005748699698877635,21,3653,64,114,7264,0.6004415011037527,2490,453,64,12,770,0.8677248677248677,848,189,64,0,741,0.391304347826087,959,23,64,0,75,42,1.9726223610000488,False,42,1.9714560939999046,False,42,1.973376245000054,False
52,0.12019453450671608,0.46629104226169743,256,256,126,1434,126,139,0,117,0.0,1.974508637666607,1.9752614159999666,0,0.7253115177154541,0.29496297612786293,2.7425336837768555,93.3443412251739,45.942917946765284,8976,16.0,16,False,receive_fallback_train_excludes_evaluation,82.51071428571429,318.2,14891.679528061222,27.50357142857143,106.06666666666666,1584.354701450893,1690.30859375,0.015603613468382151,57,3653,64,115,7379,0.6445916114790287,2876,453,64,11,781,0.8571428571428571,664,189,64,0,741,0.34782608695652173,721,23,64,0,75,42,1.9752614159999666,False,42,1.9744954299999335,False,42,1.973769066999921,False
53,0.14242704955998148,0.47735111764461713,256,256,126,1444,126,143,0,113,0.0,1.9723710343333398,2.0028013440000905,0,0.6709671020507812,0.2521916776895523,2.6866495609283447,95.28596647772022,46.89856162575292,9102,14.666666666666666,15,False,receive_fallback_train_excludes_evaluation,77.95272727272727,306.4,14488.050856198352,25.984242424242424,102.13333333333333,1583.0624289772727,1696.546875,0.049548316452231046,181,3653,64,114,7493,0.5584988962472406,2258,453,64,12,793,0.91005291005291,928,189,64,0,741,0.391304347826087,951,23,64,0,75,42,1.9581268209999507,False,42,1.9561849379999785,False,42,2.0028013440000905,False
54,0.1489115331171839,0.4758832745279795,256,256,126,1436,126,125,0,131,0.0,1.9928440533334044,1.9943667899999582,0,0.659576416015625,0.19281024485826492,2.675384044647217,95.6871969511042,47.0960422493716,9228,14.0,14,False,receive_fallback_train_excludes_evaluation,77.92407407407408,318.2,14623.04479080933,25.974691358024696,106.06666666666666,1640.0456452546296,1749.30078125,0.0591294826170271,217,3653,64,116,7609,0.543046357615894,1984,453,64,10,803,0.91005291005291,951,189,64,0,741,0.391304347826087,1166,23,64,0,75,42,1.9926193820001572,False,42,1.9943667899999582,False,42,1.991545988000098,False
55,0.166975451597962,0.4877152111672504,256,256,126,1430,126,138,0,118,0.0,1.9695238430000093,1.9704434919999585,0,0.6780543327331543,0.25068793818354607,2.6897828578948975,95.17496895654732,46.84393003330064,9354,15.0,15,False,receive_fallback_train_excludes_evaluation,78.28181818181818,318.2,14658.622214876035,26.093939393939394,106.06666666666666,1658.2600142045455,1768.7109375,0.07418560087599234,271,3653,64,117,7726,0.6070640176600441,2443,453,64,9,812,0.8783068783068783,641,189,64,0,741,0.391304347826087,963,23,64,0,75,42,1.9704434919999585,False,42,1.9685555900000509,False,42,1.9695724470000187,False
56,0.14150069476609542,0.46699937055404195,256,256,126,1441,126,152,0,104,0.0,1.9953381253332434,1.995971289999943,0,0.670111894607544,0.3010929226875305,2.6831471920013428,95.41034527034321,46.95977931274705,9480,14.0,14,False,receive_fallback_train_excludes_evaluation,77.04909090909089,318.1,14331.689408264463,25.683030303030296,106.03333333333335,1665.4180397727273,1775.66015625,0.03941965507801807,144,3653,64,113,7839,0.6512141280353201,2893,453,64,13,825,0.873015873015873,534,189,64,0,741,0.30434782608695654,747,23,64,0,75,42,1.9946346219999214,False,42,1.995971289999943,False,42,1.9954084639998655,False
57,0.11625752663270032,0.4574099863977138,256,256,124,1434,124,142,0,114,0.0,1.969083971333248,1.9705967869999768,0,0.6488089561462402,0.19440294057130814,2.667208433151245,95.9805003681478,46.49055486582159,9604,14.0,14,False,receive_fallback_train_excludes_evaluation,77.23703703703704,318.3,14524.000850480108,25.74567901234568,106.10000000000001,1670.9437934027778,1781.75390625,0.011223651793046812,41,3653,64,106,7945,0.6357615894039735,2886,453,64,18,843,0.8783068783068783,602,189,64,0,741,0.30434782608695654,789,23,64,0,75,41,1.9678582879998885,False,42,1.9705967869999768,False,41,1.9687968389998787,False
58,0.11069939786938397,0.47030102812534236,256,256,126,1429,126,149,0,107,0.0,1.973439180333268,1.9748217789999671,0,0.6658463478088379,0.1923181600868702,2.6811962127685547,95.47977085036199,46.99394971541254,9730,14.333333333333334,15,False,receive_fallback_train_excludes_evaluation,77.76,318.5,14802.574036363638,25.92,106.16666666666667,1676.7982954545455,1787.85546875,0.009854913769504517,36,3653,64,113,8058,0.5805739514348786,2502,453,64,13,856,0.8994708994708994,856,189,64,0,741,0.391304347826087,924,23,64,0,75,42,1.9732547569999497,False,42,1.9748217789999671,False,42,1.972241004999887,False
59,0.11208893006021306,0.47841613696356894,256,256,123,1431,123,146,0,110,0.0,1.9576276030000674,1.9586637669999618,0,0.6350154876708984,0.22442300245165825,2.6512720584869385,96.55742389036352,46.3928247598231,9853,14.0,14,False,receive_fallback_train_excludes_evaluation,143.86851851851853,3702.6,253081.5114163238,47.95617283950617,1234.2,1682.2163628472222,1794.3671875,0.01341363263071448,49,3653,64,103,8161,0.5607064017660044,2176,453,64,20,876,0.9047619047619048,911,189,64,0,741,0.43478260869565216,1182,23,64,0,75,41,1.9575838110001769,False,41,1.9566352310000639,False,41,1.9586637669999618,False
60,0.12158406669754517,0.484423263360269,256,256,126,1432,126,151,0,105,0.0,1.9805552940000173,1.9813686210000014,0,0.6655871868133545,0.19040603190660477,2.682297945022583,95.44055330432155,46.97464732947076,9979,14.666666666666666,15,False,receive_fallback_train_excludes_evaluation,77.6309090909091,305.9,14443.564680991734,25.8769696969697,101.96666666666665,1688.9417613636363,1800.66015625,0.02107856556255133,77,3653,64,87,8248,0.5982339955849889,2575,453,64,28,904,0.8835978835978836,647,189,64,11,752,0.43478260869565216,1019,23,64,0,75,42,1.979591014000107,False,42,1.9813686210000014,False,42,1.9807062469999437,False
61,0.13640574339972208,0.49402962784867727,256,256,126,1425,126,143,0,113,0.0,1.9672525316666452,1.9702324279999175,0,0.67537522315979,0.1823410652577877,2.6833062171936035,95.40469081003486,46.95699625806404,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.70727272727272,318.1,14693.41194710744,25.902424242424242,106.03333333333335,1696.377059659091,1806.90234375,0.03476594579797427,127,3653,64,105,8248,0.6335540838852097,2723,453,64,14,918,0.873015873015873,557,189,64,7,759,0.43478260869565216,911,23,64,0,75,42,1.965487592000045,False,42,1.966037574999973,False,42,1.9702324279999175,False
62,0.13594256600277907,0.4791195373386101,256,256,125,1438,125,155,0,101,0.0,1.9687742443332656,1.9695939729999736,0,0.6351814270019531,0.21883003413677216,2.6508572101593018,96.57253473287452,47.15455797503638,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,75.54074074074074,315.3,14150.618340192044,25.18024691358025,105.10000000000001,1706.9795283564815,1810.81640625,0.038050917054475775,139,3653,64,106,8229,0.5982339955849889,2455,453,64,19,937,0.8888888888888888,739,189,64,0,759,0.391304347826087,985,23,64,0,75,42,1.9678555599998617,False,42,1.9688731999999618,False,41,1.9695939729999736,False
63,0.12366836498378879,0.48566181251266904,256,256,125,1475,125,144,0,112,0.0,1.961789660999936,1.9626516159999028,0,0.6644084453582764,0.24018577486276627,2.676736831665039,95.6388379207072,46.69865132847031,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,76.8618181818182,306.0,14451.407451239666,25.620606060606065,102.0,1698.81171875,1815.16015625,0.033397207774431975,122,3653,64,117,8221,0.49448123620309054,1736,453,64,2,939,0.9365079365079365,1182,189,64,6,765,0.4782608695652174,1278,23,64,0,75,42,1.961861221999925,False,42,1.9608561449999797,False,41,1.9626516159999028,False
64,0.13733209819360814,0.49273534334164737,256,256,126,1475,126,146,0,110,0.0,1.9985555369999777,2.000015767999912,0,0.6576411724090576,0.2532667852938175,2.670147657394409,95.87484770404444,47.18840160433437,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.61851851851851,307.6,14629.358175582995,25.872839506172838,102.53333333333335,1701.2142650462963,1817.7734375,0.04024089789214345,147,3653,64,110,8205,0.5805739514348786,2197,453,64,8,947,0.9153439153439153,819,189,64,4,769,0.43478260869565216,1155,23,64,4,79,42,2.000015767999912,False,42,1.9981222330000037,False,42,1.9975286100000176,False
65,0.13617415470125058,0.5410158169282189,256,256,126,1476,126,156,0,100,0.0,1.9785464410000106,1.979257281999935,0,0.6673290729522705,0.23542433232069016,2.675197124481201,95.69388276374059,47.09933292277857,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.43518518518519,318.0,14678.99191015089,25.81172839506173,106.0,1706.5768229166667,1834.34765625,0.035313441007391186,131,3653,64,111,8190,0.6247240618101545,2407,453,64,15,962,0.8518518518518519,548,189,64,0,769,0.6521739130434783,1232,23,64,0,79,42,1.979257281999935,False,42,1.9786151870000594,False,42,1.9777668540000377,False
66,0.1412691060676239,0.5328700422960875,256,256,123,1472,123,163,0,93,0.0,1.9582981919999536,1.959222476999912,0,0.6566107273101807,0.2942602410912514,2.6756765842437744,95.67673518821528,45.96968135996281,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.2462962962963,318.5,14527.578782578874,25.748765432098764,106.16666666666667,1720.9227430555557,1818.78515625,0.042704626334519574,160,3653,64,106,8173,0.6070640176600441,2394,453,64,3,965,0.873015873015873,620,189,64,14,783,0.6086956521739131,1144,23,64,0,79,41,1.957304606999969,False,41,1.959222476999912,False,41,1.9583674919999794,False
67,0.14080592867068087,0.5271321607649743,256,256,125,1436,125,152,0,104,0.0,1.9875255169999946,2.004033831000015,0,0.638749361038208,0.22073365934193134,2.6534597873687744,96.4778140669902,47.10830764989756,10000,13.333333333333334,14,False,receive_fallback_train_excludes_evaluation,75.5037037037037,318.2,14120.438875171465,25.167901234567903,106.06666666666666,1708.865162037037,1819.2109375,0.04297837393922803,157,3653,64,110,8158,0.5849889624724062,2434,453,64,15,980,0.9153439153439153,825,189,64,0,783,0.5652173913043478,902,23,64,0,79,41,1.9553744439999718,False,42,2.0031682759999967,False,42,2.004033831000015,False
68,0.12575266327003243,0.4872140793552333,256,256,126,1429,126,154,0,102,0.0,1.990005041666791,1.99296766700013,0,0.6386284828186035,0.2731383815407753,2.650318145751953,96.59217721099941,47.54146222103877,10000,13.666666666666666,14,False,receive_fallback_train_excludes_evaluation,76.73333333333333,318.5,14222.547777777772,25.57777777777778,106.16666666666667,1725.9321469907406,1836.4296875,0.041609635915685735,153,3653,64,123,8155,0.44370860927152317,1855,453,64,3,983,0.9417989417989417,1188,189,64,0,783,0.5217391304347826,1122,23,64,0,79,42,1.9874093620001076,False,42,1.9896380960001352,False,42,1.99296766700013,False
69,0.12482630847614637,0.4766966712511551,256,256,123,1482,123,155,0,101,0.0,1.9622969286666223,1.9638883200000237,0,0.6506233215332031,0.2377934455871582,2.6625454425811768,96.14859371257283,46.19639463533773,10000,14.666666666666666,15,False,receive_fallback_train_excludes_evaluation,76.92407407407407,318.4,14403.423309327847,25.641358024691357,106.13333333333333,1725.671875,1844.23828125,0.04544210238160416,166,3653,64,89,8121,0.4083885209713024,1803,453,64,21,1004,0.9312169312169312,1208,189,64,13,796,0.5217391304347826,1141,23,64,0,79,41,1.9610272180000266,False,41,1.961975247999817,False,41,1.9638883200000237,False
70,0.13270032422417785,0.4863667507440569,256,256,126,1484,126,155,0,101,0.0,1.9692768133332568,1.9702283599999646,0,0.6522934436798096,0.2753831781446934,2.6667191982269287,95.99810890108395,47.24906922475226,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.47592592592594,318.2,14638.311827846364,25.82530864197531,106.06666666666666,1743.4116753472222,1848.96484375,0.03175472214618122,116,3653,64,100,8095,0.6070640176600441,2697,453,64,18,1022,0.9153439153439153,736,189,64,8,804,0.391304347826087,769,23,64,0,79,42,1.9693204149998564,False,42,1.9682816649999495,False,42,1.9702283599999646,False
71,0.13640574339972208,0.5077487961482232,256,256,124,1432,124,155,0,101,0.0,1.9703776740000951,1.9715248610000344,0,0.6651935577392578,0.24986067414283752,2.681889772415161,95.45507896450964,46.23605387343436,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,166.05272727272722,4925.6,433960.4166743802,55.35090909090908,1641.8666666666668,1739.8045454545454,1851.125,0.028743498494388176,105,3653,64,88,8059,0.673289183222958,2930,453,64,27,1049,0.8941798941798942,591,189,64,9,813,0.43478260869565216,692,23,64,0,79,40,1.9692431670000587,False,42,1.9715248610000344,False,42,1.9703649940001924,False
72,0.1440481704492821,0.5096283469719421,256,256,128,1479,128,162,0,94,0.0,1.9905422583334105,1.9944679330001236,0,0.6698698997497559,0.24790918081998825,2.6820785999298096,95.4483586001915,47.72417930009575,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,78.01636363636364,318.3,14510.048641322313,26.005454545454544,106.10000000000001,1748.4672585227272,1858.0078125,0.03668217903093348,134,3653,64,114,8045,0.6887417218543046,2843,453,64,4,1053,0.8783068783068783,553,189,64,10,823,0.43478260869565216,788,23,64,0,79,43,1.9890056260001074,False,43,1.9881532160000006,False,42,1.9944679330001236,False
73,0.15423807318202873,0.5307531783431787,256,256,124,1485,124,168,0,88,0.0,1.9718549956667932,1.9730393230001937,0,0.6637527942657471,0.26685255393385887,2.6813032627105713,95.4759588593517,46.24616757249848,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,160.38909090909092,4609.6,381208.6344264464,53.46303030303031,1536.5333333333335,1748.058806818182,1862.77734375,0.05146454968519026,189,3653,64,108,8029,0.6556291390728477,2523,453,64,5,1058,0.8941798941798942,625,189,64,11,834,0.5217391304347826,981,23,64,0,79,42,1.9717586680001205,False,41,1.9707669960000658,False,41,1.9730393230001937,False
74,0.1662806855025475,0.5430746950431594,256,256,126,1477,126,167,0,89,0.0,1.992524900999797,1.9936367709997285,0,0.6618907451629639,0.18092034757137299,2.6698856353759766,95.88425684156684,47.19303266420868,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.51296296296296,318.4,14758.036313443074,25.837654320987653,106.13333333333333,1751.3266782407406,1866.3671875,0.06788940596769778,250,3653,64,106,8009,0.6291390728476821,2306,453,64,7,1065,0.91005291005291,696,189,64,13,847,0.5652173913043478,1066,23,64,0,79,42,1.9923913749998974,False,42,1.991546556999765,False,42,1.9936367709997285,False
75,0.19800833719314498,0.5528425585323588,256,256,126,1483,126,169,0,87,0.0,1.9920957669999855,1.9934804790000271,0,0.6613600254058838,0.19289545714855194,2.6686208248138428,95.92970182186073,47.21540011544708,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.29629629629629,298.7,14428.382949245539,25.76543209876543,99.56666666666666,1754.8187934027778,1870.5234375,0.1042978373939228,385,3653,64,109,7992,0.6423841059602649,2308,453,64,14,1079,0.8994708994708994,638,189,64,3,850,0.5652173913043478,987,23,64,0,79,42,1.9909004099999947,False,42,1.9919064119999348,False,42,1.9934804790000271,False
76,0.23529411764705882,0.5538437873615292,256,256,125,1482,125,161,0,95,0.0,1.981125607000043,1.9825057230000311,0,0.665031909942627,0.18532904610037804,2.6781723499298096,95.58757486489222,46.67362053949815,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.11636363636363,318.2,14605.825004958673,25.705454545454543,106.06666666666666,1757.9615767045455,1874.96875,0.14645496851902545,540,3653,64,117,7984,0.6688741721854304,2391,453,64,4,1083,0.8783068783068783,534,189,64,4,854,0.5217391304347826,853,23,64,0,79,42,1.9798596000000543,False,42,1.9810114980000435,False,41,1.9825057230000311,False
77,0.2318202871699861,0.5679084302411894,256,256,126,1469,126,159,0,97,0.0,1.9900598570000814,1.9908528420000948,0,0.6524207592010498,0.1743328683078289,2.6643898487091064,96.08203548892504,47.2903768422053,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,76.53703703703704,318.4,14199.55196159122,25.512345679012345,106.13333333333333,1772.857204861111,1879.03125,0.13249384067889405,490,3653,64,121,7979,0.7549668874172185,2731,453,64,0,1083,0.8624338624338624,420,189,64,5,859,0.5217391304347826,677,23,64,0,79,42,1.9901164709999648,False,42,1.9908528420000948,False,42,1.9892102580001847,False
78,0.222325150532654,0.5317931406127793,256,256,125,1429,125,171,0,85,0.0,1.9900547346666524,1.9908982120000474,0,0.6612184047698975,0.21811218559741974,2.6814868450164795,95.46942230045761,46.615928857645315,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.4,318.6,14564.597090909092,25.8,106.2,1771.1533380681817,1881.43359375,0.12975636463180948,478,3653,64,108,7962,0.6843267108167771,2707,453,64,10,1093,0.8783068783068783,561,189,64,7,866,0.43478260869565216,572,23,64,0,79,42,1.9901036199998998,False,41,1.9908982120000474,False,42,1.9891623720000098,False
79,0.18943955534969895,0.529661874400596,256,256,126,1428,126,169,0,87,0.0,1.9840677923331593,1.9849272819997168,0,0.6420655250549316,0.22505851089954376,2.6496613025665283,96.61612212550789,47.55324760864841,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,75.43148148148148,318.6,14089.735490397805,25.143827160493828,106.2,1775.7112991898148,1885.8515625,0.0963591568573775,354,3653,64,110,7946,0.6181015452538632,2250,453,64,0,1093,0.9259259259259259,907,189,64,12,878,0.4782608695652174,807,23,64,4,83,42,1.984097023999766,False,42,1.983179070999995,False,42,1.9849272819997168,False
80,0.14867994441871238,0.5195070523696129,256,256,126,1439,126,181,0,75,0.0,1.9883483406667135,1.989394867000101,0,0.6581077575683594,0.24806642532348633,2.669736385345459,95.88961719412386,47.195670962732834,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.43518518518519,298.6,14561.28079903978,25.81172839506173,99.53333333333335,1785.066189236111,1888.96875,0.05557076375581713,206,3653,64,108,7928,0.543046357615894,1700,453,64,0,1093,0.9576719576719577,1179,189,64,15,893,0.5217391304347826,1233,23,64,3,86,42,1.98727137700007,False,42,1.9883787779999693,False,42,1.989394867000101,False
81,0.15956461324687354,0.5564858586585422,256,256,125,1400,125,174,0,82,0.0,1.9747594926666352,1.9756544189999659,0,0.6737408638000488,0.2109369058161974,2.689249038696289,95.19386130341624,46.48137758955871,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.82727272727273,318.5,14499.16052892562,25.94242424242424,106.16666666666667,1779.3395596590908,1889.390625,0.06597317273473857,247,3653,64,107,7910,0.5607064017660044,1718,453,64,0,1093,0.9470899470899471,1018,189,64,15,908,0.6521739130434783,1335,23,64,3,89,42,1.9736934769998697,False,41,1.9756544189999659,False,42,1.97493058200007,False
82,0.16280685502547476,0.564238410199833,256,256,125,1437,125,178,0,78,0.0,1.9818962936666746,1.982795157000055,0,0.6132369041442871,0.2135336846113205,2.6210873126983643,97.66939039373412,47.69013202819049,10000,13.0,13,False,receive_fallback_train_excludes_evaluation,93.28301886792453,1030.7,30967.74103239588,31.09433962264151,343.56666666666666,1782.2248673349056,1889.828125,0.06159321105940323,227,3653,64,105,7890,0.6490066225165563,2344,453,64,5,1098,0.8941798941798942,581,189,64,15,923,0.6521739130434783,1166,23,64,0,89,42,1.982795157000055,False,42,1.9810248449998653,False,41,1.9818688790001033,False
83,0.15354330708661418,0.5416058871953506,256,256,123,1488,123,177,0,79,0.0,1.9817038456667433,1.9823343550001482,0,0.6456336975097656,0.26165760681033134,2.6655616760253906,96.03979615347737,46.14412080811608,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,76.69814814814816,318.4,14465.512033607683,25.566049382716056,106.13333333333333,1774.6588541666667,1890.29296875,0.05693950177935943,210,3653,64,106,7873,0.5960264900662252,2110,453,64,5,1103,0.9047619047619048,711,189,64,12,935,0.6086956521739131,1287,23,64,0,89,41,1.9823343550001482,False,41,1.981010728000001,False,41,1.9817664540000806,False
84,0.14219546086150997,0.5039762234004959,256,256,126,1420,126,172,0,84,0.0,1.9904042879999604,1.9910524950000763,0,0.6417956352233887,0.16603949666023254,2.6596102714538574,96.25470421275648,47.375362229716075,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,76.27777777777777,318.5,14153.70209876543,25.425925925925924,106.16666666666667,1780.704788773148,1890.7109375,0.05255954010402409,198,3653,64,111,7858,0.5209713024282561,1993,453,64,4,1107,0.9206349206349206,1017,189,64,11,946,0.5217391304347826,1110,23,64,0,89,42,1.9910524950000763,False,42,1.9896364619999076,False,42,1.990523906999897,False
85,0.13223714682723484,0.5049009524779906,256,256,123,1421,123,178,0,78,0.0,1.9689200753330927,1.9698822430000291,0,0.6667509078979492,0.16162776201963425,2.6790380477905273,95.5566869276567,45.91200192227255,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.33272727272728,318.4,14697.851292561983,25.77757575757576,106.13333333333333,1780.3928977272728,1891.15234375,0.03859841226389269,144,3653,64,103,7838,0.5386313465783664,2160,453,64,3,1110,0.9206349206349206,1005,189,64,17,963,0.5217391304347826,1009,23,64,0,89,41,1.9698822430000291,False,41,1.9690769249996265,False,41,1.9678010579996226,False
86,0.13617415470125058,0.5050975008409738,256,256,128,1427,128,182,0,74,0.0,1.989450177333462,2.0018109110001205,0,0.7410938739776611,0.14117686823010445,2.755486488342285,92.90555445764893,46.452777228824466,10000,15.666666666666666,16,False,receive_fallback_train_excludes_evaluation,84.28571428571429,317.5,15343.029438775511,28.0952380952381,105.83333333333333,1785.501185825893,1891.5859375,0.04379961675335341,164,3653,64,122,7832,0.5342163355408388,2126,453,64,3,1113,0.9206349206349206,1006,189,64,3,966,0.5217391304347826,1022,23,64,0,89,43,2.0018109110001205,False,42,1.9652997270000014,False,43,2.001239894000264,False
87,0.12552107457156092,0.5083518302837033,256,256,126,1483,126,176,0,80,0.0,1.9888854106667775,1.9898475320001126,0,0.6521923542022705,0.16169203259050846,2.6596579551696777,96.25297850891056,47.37451285985442,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.42592592592592,317.9,14399.707846364881,25.808641975308642,105.96666666666665,1775.5470196759259,1892.01953125,0.024089789214344376,90,3653,64,120,7826,0.609271523178808,2624,453,64,2,1115,0.8783068783068783,685,189,64,4,970,0.5217391304347826,919,23,64,0,89,42,1.9878752220001843,False,42,1.9898475320001126,False,42,1.9889334780000354,False
