round,frame_accuracy,balanced_accuracy,samples_processed,samples_trained,samples_received,stale_samples_discarded,live_samples,live_samples_trained,fallback_samples,fallback_samples_trained,fallback_delay,queue_fill_seconds_avg,queue_fill_seconds_max,queue_fill_complete_senders,compute_time,train_loss_avg,round_wall_time,samples_trained_per_second,images_processed_per_second,replay_buffer_size,queue_length_avg,queue_length_max,outage_active,resource_scope,cpu_avg,cpu_peak,cpu_var,cpu_avg_host_percent,cpu_peak_host_percent,memory_avg_mb,memory_peak_mb,acc_car,pred_car,test_car,train_car,received_car,buffer_car,acc_van,pred_van,test_van,train_van,received_van,buffer_van,acc_bus,pred_bus,test_bus,train_bus,received_bus,buffer_bus,acc_others,pred_others,test_others,train_others,received_others,buffer_others,received_camera0,queue_fill_seconds_camera0,queue_fill_complete_camera0,received_camera1,queue_fill_seconds_camera1,queue_fill_complete_camera1,received_camera2,queue_fill_seconds_camera2,queue_fill_complete_camera2
88,0.1396479851783233,0.5196866419826356,256,256,126,1473,126,186,0,70,0.0,1.9656521559998812,1.9662687619997996,0,0.6553668975830078,0.15574534982442856,2.669070243835449,95.91354914366302,47.207449969146644,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.25555555555556,318.2,14588.124320987656,25.751851851851853,106.06666666666666,1817.9703414351852,1934.03515625,0.0358609362168081,134,3653,64,103,7803,0.6534216335540839,2807,453,64,20,1135,0.8677248677248677,558,189,64,3,973,0.5217391304347826,819,23,64,0,89,42,1.965741577999779,False,42,1.9662687619997996,False,42,1.964946128000065,False
89,0.17021769337656323,0.5280277283327248,256,256,126,1424,126,184,0,72,0.0,1.997206699999727,1.999398175999886,0,0.6570854187011719,0.15379942394793034,2.6708664894104004,95.84904412669184,47.17570140610614,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.32222222222224,318.4,14489.413209876539,25.77407407407408,106.13333333333333,1828.7337239583333,1937.66015625,0.07500684369011772,277,3653,64,92,7769,0.6158940397350994,2289,453,64,32,1167,0.8994708994708994,890,189,64,2,975,0.5217391304347826,862,23,64,0,89,42,1.9956799439996757,False,42,1.9965419799996198,False,42,1.999398175999886,False
90,0.18527095877721167,0.5264048208147734,256,256,123,1423,123,188,0,68,0.0,1.9605577289999019,1.961398994999854,0,0.6600720882415771,0.17066717334091663,2.671118974685669,95.83998407638337,46.04811734919983,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.45370370370368,309.6,14577.779152949239,25.817901234567895,103.2,1832.2876157407406,1943.11328125,0.0917054475773337,337,3653,64,89,7735,0.6203090507726269,2233,453,64,32,1199,0.9153439153439153,966,189,64,2,977,0.4782608695652174,782,23,64,0,89,41,1.9605640909999238,False,41,1.9597101009999278,False,41,1.961398994999854,False
91,0.19013432144511347,0.5277505642889135,256,256,124,1490,124,171,0,85,0.0,1.9635047899999638,1.9644039479999265,0,0.6247725486755371,0.14011597447097301,2.631922960281372,97.26728474325544,47.113841047514356,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,73.97592592592592,317.4,14205.063309327847,24.65864197530864,105.8,1839.041304976852,1952.18359375,0.09663290446208596,354,3653,64,100,7711,0.6313465783664459,2408,453,64,22,1221,0.9047619047619048,862,189,64,2,979,0.4782608695652174,694,23,64,0,89,42,1.9644039479999265,False,41,1.9636651559999336,False,41,1.9624452660000316,False
92,0.19800833719314498,0.5372070354310062,256,256,124,1495,124,184,0,72,0.0,1.9838608620001044,1.9848269389999587,0,0.6571526527404785,0.1740249451249838,2.6677887439727783,95.95962220710689,46.480442006567394,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,76.90185185185184,318.3,14502.393885459533,25.633950617283947,106.10000000000001,1844.620876736111,1958.05078125,0.10730906104571585,394,3653,64,102,7689,0.6203090507726269,2415,453,64,11,1232,0.8994708994708994,794,189,64,11,990,0.5217391304347826,715,23,64,0,89,41,1.9848269389999587,False,42,1.983988569000303,False,41,1.9827670780000517,False
93,0.19430291801760075,0.5698743169457772,256,256,126,1349,126,190,0,66,0.0,1.984067567333265,1.9850236190000032,0,0.678276777267456,0.17315911129117012,2.6888926029205322,95.20648006616047,46.85943940756336,10000,15.0,15,False,receive_fallback_train_excludes_evaluation,77.30363636363636,318.3,14590.410895867766,25.767878787878786,106.10000000000001,1917.7153409090909,1958.41796875,0.10046537092800438,368,3653,64,119,7682,0.6379690949227373,2509,453,64,3,1235,0.8888888888888888,630,189,64,4,994,0.6521739130434783,811,23,64,0,89,42,1.9850236190000032,False,42,1.9840978140000516,False,42,1.9830812689997401,False
94,0.190365910143585,0.5450703025158945,256,256,123,1424,123,185,0,71,0.0,1.9613972386669047,1.962219742000343,0,0.6568753719329834,0.14177227206528187,2.665113687515259,96.05593982697006,46.151877338739524,10000,14.666666666666666,15,False,receive_fallback_train_excludes_evaluation,76.54814814814816,318.0,14373.403607681756,25.51604938271605,106.0,1854.7119502314815,1958.984375,0.09882288529975362,362,3653,64,106,7665,0.6114790286975718,2342,453,64,13,1248,0.9047619047619048,799,189,64,4,998,0.5652173913043478,815,23,64,0,89,41,1.962219742000343,False,41,1.9605365500001426,False,41,1.9614354240002285,False
95,0.19268179712830014,0.5425534580792273,256,256,126,1405,126,182,0,74,0.0,1.9815870119997878,1.982402073999765,0,0.659142017364502,0.16833229921758175,2.6709206104278564,95.84710193201556,47.174745482163914,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,78.34629629629629,318.2,14786.30581961591,26.115432098765428,106.06666666666666,1848.8042534722222,1959.421875,0.10511908020804818,387,3653,64,117,7656,0.5739514348785872,2057,453,64,7,1255,0.9259259259259259,993,189,64,2,1000,0.5652173913043478,881,23,64,0,89,42,1.9815932709998378,False,42,1.9807656909997604,False,42,1.982402073999765,False
96,0.18550254747568318,0.5886668262066992,256,256,126,1424,126,186,0,70,0.0,1.9940665639999982,1.9950310439999157,0,0.6634156703948975,0.14363275095820427,2.6792314052581787,95.54979069653413,47.028412608450395,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.05818181818181,318.3,14450.238069421483,25.686060606060604,106.10000000000001,1848.7299005681818,1959.86328125,0.09225294278675061,341,3653,64,100,7630,0.6026490066225165,1949,453,64,6,1261,0.9206349206349206,755,189,64,12,1012,0.7391304347826086,1273,23,64,8,97,42,1.9941104800000176,False,42,1.9930581680000614,False,42,1.9950310439999157,False
97,0.1732283464566929,0.5989637218711942,256,256,126,1438,126,196,0,60,0.0,1.989245906333205,1.990118118999817,0,0.6550178527832031,0.1532354485243559,2.67083477973938,95.8501821011109,47.176261502890526,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.72592592592594,318.3,14833.701550068587,25.908641975308644,106.10000000000001,1849.90234375,1960.3125,0.07090062961949083,261,3653,64,106,7610,0.6799116997792495,2360,453,64,4,1265,0.8624338624338624,476,189,64,3,1015,0.782608695652174,1221,23,64,13,110,42,1.9892969229999835,False,42,1.990118118999817,False,42,1.9883226769998146,False
98,0.1794812413154238,0.583320728749932,256,256,126,1425,126,201,0,55,0.0,2.0004924830000164,2.001458578999973,0,0.6406991481781006,0.186221182346344,2.654559850692749,96.43783316213148,47.46549600948659,10000,13.666666666666666,14,False,receive_fallback_train_excludes_evaluation,76.27407407407406,318.6,14132.69229080933,25.42469135802469,106.2,1872.5905671296296,1983.73828125,0.06569942513003012,240,3653,64,117,7601,0.7858719646799117,2772,453,64,6,1271,0.873015873015873,432,189,64,3,1018,0.6086956521739131,874,23,64,0,110,42,2.001458578999973,False,42,1.9995013930001733,False,42,2.000517476999903,False
99,0.18017600741083836,0.5535875980101029,256,256,126,1434,126,197,0,59,0.0,1.981292083333301,1.9821679159999803,0,0.6511874198913574,0.15242069028317928,2.6631312370300293,96.1274444309758,47.3127265558709,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,76.04444444444444,324.9,14459.045061728397,25.348148148148145,108.3,1874.0986689814815,1986.2890625,0.07528059129482617,275,3653,64,114,7589,0.7019867549668874,2922,453,64,9,1280,0.9153439153439153,618,189,64,3,1021,0.5217391304347826,503,23,64,0,110,42,1.9821679159999803,False,42,1.980334583000058,False,42,1.9813737509998646,False
100,0.21699861046780916,0.5727484236575211,256,256,126,1440,126,193,0,63,0.0,1.989309032000013,1.9914269529999729,0,0.6678910255432129,0.15153163485229015,2.675220012664795,95.69306404260844,47.098929958471345,10000,14.0,14,False,receive_fallback_train_excludes_evaluation,77.38888888888889,298.4,14384.704320987656,25.796296296296294,99.46666666666665,1887.5319733796296,1990.28515625,0.12127018888584724,443,3653,64,93,7556,0.673289183222958,2528,453,64,21,1301,0.9312169312169312,773,189,64,12,1033,0.5652173913043478,574,23,64,0,110,42,1.988750773999982,False,42,1.9914269529999729,False,42,1.9877493690000847,False
