round,seq_num,is_outage,folder,crop_index,label,send_timestamp
48,143852,0,normal,528,0,1782360389.8200831
48,143853,0,normal,2805,0,1782360389.8219857
48,143854,0,normal,2102,0,1782360389.824093
48,143855,0,normal,3042,0,1782360389.8259776
48,143856,0,normal,2174,0,1782360389.827986
48,143857,0,normal,1901,0,1782360389.830429
48,143858,0,normal,451,0,1782360389.831975
48,143859,0,normal,1337,1,1782360389.8342378
48,143860,0,normal,728,0,1782360389.8360112
48,143861,0,normal,2865,0,1782360389.8380904
48,143862,0,normal,2421,0,1782360389.839988
48,143863,0,normal,2647,0,1782360389.8420851
48,143864,0,normal,1459,0,1782360389.8440814
48,143865,0,normal,729,0,1782360389.8459866
48,143866,0,normal,2363,0,1782360389.8480935
48,143867,0,normal,2847,0,1782360389.850122
48,143868,0,normal,1319,1,1782360389.8519943
48,143869,0,normal,1730,0,1782360389.8539913
48,143870,0,normal,3185,1,1782360389.8560364
48,143871,0,normal,3167,1,1782360389.8579946
48,143872,0,normal,1353,1,1782360389.8600795
48,143873,0,normal,3643,0,1782360389.862062
48,143874,0,normal,1861,0,1782360389.8639839
48,143875,0,normal,2527,0,1782360389.8660843
48,143876,0,normal,1386,0,1782360389.8680923
48,143877,0,normal,49,0,1782360389.869972
48,143878,0,normal,219,0,1782360389.8721452
48,143879,0,normal,2275,0,1782360389.8740788
48,143880,0,normal,1988,0,1782360389.8759878
48,143881,0,normal,3537,0,1782360389.878091
48,143882,0,normal,323,0,1782360389.880085
48,143883,0,normal,1970,0,1782360389.8819873
48,143884,0,normal,3614,0,1782360389.8840938
48,143885,0,normal,3312,1,1782360389.8860784
48,143886,0,normal,840,2,1782360389.8879912
48,143887,0,normal,3081,1,1782360389.890096
48,143888,0,normal,3660,0,1782360389.8921423
48,143889,0,normal,1994,0,1782360389.8941736
48,143890,0,normal,500,0,1782360389.8964052
48,143891,0,normal,3264,1,1782360389.8980393
48,143892,0,normal,812,2,1782360389.900175
48,143893,0,normal,3476,0,1782360389.9024148
48,143894,0,normal,1246,0,1782360389.9040573
48,143895,0,normal,3564,0,1782360389.906174
48,143896,0,normal,3116,1,1782360389.9085276
48,143897,0,normal,1208,0,1782360389.910738
48,143898,0,normal,2695,0,1782360389.9119732
48,143899,0,normal,2235,0,1782360389.9140337
48,143900,0,normal,1836,0,1782360389.916043
48,143901,0,normal,1245,0,1782360389.91818
48,143902,0,normal,106,0,1782360389.9202137
48,143903,0,normal,3568,0,1782360389.92205
48,143904,0,normal,2336,0,1782360389.9241834
48,143905,0,normal,1603,0,1782360389.9262745
48,143906,0,normal,3356,1,1782360389.9280615
48,143907,0,normal,1922,0,1782360389.9301512
48,143908,0,normal,863,2,1782360389.9324894
48,143909,0,normal,665,0,1782360389.9342592
48,143910,0,normal,972,2,1782360389.936404
48,143911,0,normal,1003,2,1782360389.9380443
48,143912,0,normal,123,0,1782360389.9400415
48,143913,0,normal,2657,0,1782360389.9421818
48,143914,0,normal,2067,0,1782360389.944412
48,143915,0,normal,2560,0,1782360389.9460516
48,143916,0,normal,3098,1,1782360389.9481685
48,143917,0,normal,3030,0,1782360389.9505274
48,143918,0,normal,2088,0,1782360389.9519944
48,143919,0,normal,3071,1,1782360389.95404
48,143920,0,normal,3670,0,1782360389.9561331
48,143921,0,normal,2015,0,1782360389.9580405
48,143922,0,normal,297,0,1782360389.9601743
48,143923,0,normal,3592,0,1782360389.9625285
48,143924,0,normal,498,0,1782360389.964761
48,143925,0,normal,797,2,1782360389.9659796
48,143926,0,normal,2353,0,1782360389.968049
48,143927,0,normal,98,0,1782360389.9700358
48,143928,0,normal,2932,0,1782360389.9721327
48,143929,0,normal,2199,0,1782360389.974421
48,143930,0,normal,244,0,1782360389.9762475
48,143931,0,normal,94,0,1782360389.9781396
48,143932,0,normal,3209,1,1782360389.9800422
48,143933,0,normal,1969,0,1782360389.9820457
48,143934,0,normal,682,0,1782360389.9841733
48,143935,0,normal,1780,0,1782360389.9864316
48,143936,0,normal,103,0,1782360389.9880536
48,143937,0,normal,140,0,1782360389.990155
48,143938,0,normal,1695,0,1782360389.9921227
48,143939,0,normal,405,0,1782360389.9940357
48,143940,0,normal,3546,0,1782360389.9961824
48,143941,0,normal,1815,0,1782360389.9983923
48,143942,0,normal,990,2,1782360390.0001948
48,143943,0,normal,2794,0,1782360390.0021489
48,143944,0,normal,3242,1,1782360390.004037
48,143945,0,normal,2931,0,1782360390.0060499
48,143946,0,normal,1964,0,1782360390.0081794
48,143947,0,normal,122,0,1782360390.0104728
48,143948,0,normal,2332,0,1782360390.0122156
48,143949,0,normal,1977,0,1782360390.0141196
48,143950,0,normal,9,0,1782360390.0160446
48,143951,0,normal,1272,0,1782360390.0180461
48,143952,0,normal,268,0,1782360390.020187
48,143953,0,normal,149,0,1782360390.0223718
48,143954,0,normal,447,0,1782360390.0240796
48,143955,0,normal,2973,0,1782360390.0261672
48,143956,0,normal,1216,0,1782360390.0279841
48,143957,0,normal,2334,0,1782360390.0301535
48,143958,0,normal,2789,0,1782360390.0322762
48,143959,0,normal,3083,1,1782360390.034075
48,143960,0,normal,3684,0,1782360390.036043
48,143961,0,normal,1854,0,1782360390.0381372
48,143962,0,normal,195,0,1782360390.0401354
48,143963,0,normal,2613,0,1782360390.042036
48,143964,0,normal,879,2,1782360390.0441663
48,143965,0,normal,92,0,1782360390.0464022
48,143966,0,normal,347,0,1782360390.0480385
48,143967,0,normal,1707,0,1782360390.0501373
48,143968,0,normal,1046,0,1782360390.0521348
48,143969,0,normal,2190,0,1782360390.0540493
48,143970,0,normal,1585,0,1782360390.0560431
48,143971,0,normal,838,2,1782360390.0581346
48,143972,0,normal,1633,0,1782360390.060057
48,143973,0,normal,2930,0,1782360390.0621543
48,143974,0,normal,1001,2,1782360390.0644114
48,143975,0,normal,390,0,1782360390.0660427
48,143976,0,normal,1405,0,1782360390.0681477
48,143977,0,normal,1467,0,1782360390.070521
48,143978,0,normal,2544,0,1782360390.0727177
48,143979,0,normal,1359,1,1782360390.0739727
48,143980,0,normal,216,0,1782360390.0760214
48,143981,0,normal,1103,0,1782360390.078006
48,143982,0,normal,2966,0,1782360390.080029
48,143983,0,normal,630,0,1782360390.0820534
48,143984,0,normal,2549,0,1782360390.0840394
48,143985,0,normal,2614,0,1782360390.0861356
48,143986,0,normal,2462,0,1782360390.0881364
48,143987,0,normal,637,0,1782360390.090028
48,143988,0,normal,2315,0,1782360390.0921605
48,143989,0,normal,2120,0,1782360390.0942042
48,143990,0,normal,5,0,1782360390.0960302
48,143991,0,normal,1155,0,1782360390.0981402
48,143992,0,normal,2095,0,1782360390.1001174
48,143993,0,normal,2563,0,1782360390.1020334
48,143994,0,normal,2749,0,1782360390.1042066
48,143995,0,normal,510,0,1782360390.106029
48,143996,0,normal,3619,0,1782360390.1080592
