round,edge_id,timestamp,loss,accuracy,cpu_avg,cpu_peak,samples_trained,is_outage
0,2,1782358433.4279563,1.7576940841242379,0.7345923980077108,196.50261437908497,206.3,9720,0
1,2,1782358480.9857688,1.939313008888241,0.724115232626597,195.7843137254902,205.0,9603,0
2,2,1782358528.4347045,0.9633989666095552,0.8837971488634745,196.10196078431372,206.4,9720,0
3,2,1782358574.7110956,0.6994818709790707,0.9134150544802347,196.63398692810458,204.8,9720,0
4,2,1782358618.4239788,0.5006354938389039,0.9456319014231364,195.31633986928105,203.7,9720,0
5,2,1782358654.9573283,0.36748532620349933,0.9585854212443033,197.26666666666665,214.0,9720,0
6,2,1782358688.5342538,0.35655196167199926,0.9659508864084879,198.159477124183,208.8,9720,0
7,2,1782358737.0459218,0.25725799689398093,0.9749430815378824,195.2986928104575,203.5,9720,0
8,2,1782358777.8222494,0.24475821684224203,0.9772482713063558,196.04248366013073,204.8,9720,0
9,2,1782358816.6737843,0.14691024729223037,0.9875652194023132,197.04640522875815,205.9,9720,0
10,2,1782358862.9013011,0.21285328232710632,0.9824840426445007,196.2111111111111,205.7,9621,0
11,2,1782358906.3467855,0.13846428448325207,0.9876000881195068,195.6313725490196,204.0,9720,0
12,2,1782358947.289853,0.24860197015154614,0.9730435808499655,196.27908496732027,207.4,9720,0
13,2,1782358991.0824528,0.166267275702957,0.9869822462399801,196.15620915032682,205.1,9720,0
14,2,1782359034.1980538,0.09670451001661337,0.9928237199783325,195.55424836601307,205.0,9720,0
15,2,1782359078.0984402,0.11694265048843626,0.9894444147745768,195.8764705882353,204.2,9720,0
16,2,1782359122.586496,0.13954607607607328,0.9886539975802103,196.44117647058823,206.4,9720,0
17,2,1782359165.2966797,0.368855469208439,0.9518405000368754,197.3516339869281,206.8,9720,0
18,2,1782359210.7728875,0.11998699860323184,0.9901265303293864,197.0248366013072,205.3,9720,0
19,2,1782359257.823885,0.1627737467037514,0.9835405747095743,195.73866666666666,206.1,9600,0
20,2,1782359305.6056585,0.11594542689443402,0.9899731874465942,195.29738562091504,203.9,9720,0
21,2,1782359351.947096,0.11234252409200303,0.98897252480189,195.71176470588236,203.0,9720,0
22,2,1782359395.935296,0.11507987725032282,0.988177498181661,196.53725490196078,205.5,9720,0
23,2,1782359442.2082143,0.18085758381494088,0.984103242556254,195.34444444444446,204.1,9720,0
24,2,1782359488.4250934,0.09737511949788313,0.9916697343190511,195.8032679738562,204.2,9720,0
25,2,1782359533.3389206,0.07846690871405836,0.991835872332255,195.63529411764705,202.3,9720,0
26,2,1782359573.53432,0.127513784943742,0.9850442210833231,196.76470588235293,207.8,9720,0
27,2,1782359623.706059,0.06634377634284594,0.9949517448743185,195.18823529411765,203.7,9720,0
28,2,1782359667.75793,0.10123668312368864,0.9899831811587015,196.36666666666667,204.7,9600,0
29,2,1782359714.2889447,0.0620586960124224,0.9955934484799703,195.56797385620916,206.3,9720,0
30,2,1782359759.6958058,0.11981363230677065,0.9898382425308228,196.37843137254902,206.5,9720,0
31,2,1782359797.6481411,0.04750807222351831,0.9964967767397562,196.91111111111113,205.8,9720,0
32,2,1782359830.3722396,0.07756601790278378,0.9918891390164694,196.97581699346404,206.8,9720,0
33,2,1782359863.5641506,0.1156779320094132,0.9880664149920145,196.8653594771242,206.8,9720,0
34,2,1782359896.7658792,0.08141941586044969,0.991020659605662,196.86143790849673,208.4,9720,0
35,2,1782359929.5932562,0.054469662544427006,0.9944578011830648,196.83790849673204,208.5,9720,0
36,2,1782359962.2953618,0.05883214202124994,0.9947607715924581,196.95686274509805,207.3,9720,0
37,2,1782359997.6798513,0.032037837448882,0.9979298313458761,196.0045751633987,206.5,9720,0
38,2,1782360033.2408814,0.05698659625232169,0.9942732652028402,195.8607843137255,241.8,9603,0
39,2,1782360069.5545266,0.030689624318033477,0.9978545705477396,195.25228758169933,203.8,9720,0
40,2,1782360105.005045,0.028151116608515783,0.997134804725647,196.08627450980393,216.8,9720,0
41,2,1782360142.0907118,0.040120546883086965,0.9974203109741211,195.23464052287582,207.4,9720,0
42,2,1782360178.2248657,0.21522283817531013,0.9813591837882996,196.10261437908497,207.7,9720,0
43,2,1782360215.6698368,0.0589827510796068,0.9932661652565002,196.65882352941176,206.4,9720,0
44,2,1782360262.4761357,0.04105002446142274,0.998097817103068,195.17385620915033,204.8,9720,0
45,2,1782360305.007634,0.04687262926861238,0.9950600266456604,195.63333333333335,202.9,9720,0
46,2,1782360346.0277088,0.03930445001245008,0.997646152973175,196.30653594771243,206.3,9720,0
47,2,1782360386.1991088,0.03313068827257809,0.9979674816131592,197.0261437908497,206.0,9720,0
48,2,1782360426.825135,0.022029595878099346,0.9987202684084574,197.0058823529412,207.1,9720,0
49,2,1782360469.1954126,0.042021277784286604,0.9968134959538778,197.02287581699346,206.5,9720,0
50,2,1782360514.8102887,0.02748778146263819,0.997134804725647,195.45751633986927,205.7,9720,0
51,2,1782360558.5321388,0.14796062361061807,0.985120415687561,195.39477124183009,202.5,9720,0
52,2,1782360595.801186,0.02576223835723224,0.9984567960103353,196.6450980392157,205.8,9720,0
53,2,1782360642.0269873,0.045472252938577415,0.9928117394447327,195.34836601307188,203.0,9720,0
54,2,1782360684.50301,0.03905552737032225,0.9968134959538778,196.22614379084968,206.6,9720,0
55,2,1782360728.0839117,0.025221397044957735,0.9975112080574036,195.12679738562093,203.7,9720,0
56,2,1782360730.897109,0.0030360624919580914,1.0,184.11666666666667,206.2,744,1
57,2,1782360767.8507156,0.000358677452993561,1.0,180.90833333333333,201.9,744,1
58,2,1782360805.8741882,0.00426586185949418,1.0,180.8166666666667,206.0,744,1
59,2,1782360843.240225,0.0003120351174814573,1.0,180.20000000000002,200.3,744,1
60,2,1782360881.28137,0.000972426153964534,1.0,180.48333333333335,202.6,744,1
61,2,1782360920.045516,0.0004243454603738428,1.0,180.85,203.7,744,1
62,2,1782360959.0364413,0.0027846824326616115,1.0,180.40833333333333,204.3,744,1
63,2,1782360998.6684635,9.680808318535128e-05,1.0,180.90833333333333,200.9,744,1
64,2,1782361037.5457752,0.00014231587308444205,1.0,180.625,203.4,744,1
65,2,1782361076.5354095,0.0003904560885885644,1.0,180.29166666666666,202.7,744,1
66,2,1782361115.469098,0.000587422472108301,1.0,180.49166666666667,205.3,744,1
67,2,1782361154.8300505,0.0001425026233761173,1.0,180.92499999999998,203.1,744,1
68,2,1782361193.5259283,0.0016019950788859205,1.0,180.46666666666667,202.0,744,1
69,2,1782361232.2640474,0.00042781679542258644,1.0,180.28333333333333,201.7,744,1
70,2,1782361308.8899553,0.1762963813011629,0.9848863482475281,195.58266666666668,207.0,9594,0
71,2,1782361353.534178,0.06382005800126125,0.9943623145421346,195.7359477124183,205.2,9720,0
72,2,1782361397.0910683,0.04652965356961556,0.9947919646898905,196.08366013071895,205.5,9720,0
73,2,1782361441.2940557,0.07839330403811462,0.9906598329544067,195.3908496732026,207.6,9720,0
74,2,1782361485.5650895,0.08265377391293727,0.991698165734609,195.62941176470588,204.0,9720,0
75,2,1782361526.657301,0.02051180227703762,0.9989461104075114,196.48954248366013,207.7,9720,0
76,2,1782361572.6449897,0.028625016267298242,0.9975506862004598,195.36143790849673,207.2,9720,0
