round,edge_id,timestamp,loss,accuracy,cpu_avg,cpu_peak,samples_trained,is_outage
0,0,1782180745.127093,0.03824523420183377,0.9934054611025245,719.6098039215686,851.6,9705,0
1,0,1782180824.2821112,6.7201288673202295e-09,1.0,767.7993464052288,852.2,9705,0
2,0,1782180901.3433654,6.761306990366687e-05,1.0,758.3071895424837,849.9,9705,0
3,0,1782180978.2855735,0.0,1.0,769.7228758169935,850.4,9705,0
4,0,1782181056.7628698,2.809449224013239e-06,1.0,773.9901960784314,867.6,9705,0
5,0,1782181110.3362064,3.652245042343673e-10,1.0,714.5581699346404,829.9,9705,0
6,0,1782181164.666456,1.6435100927251135e-09,1.0,709.8137254901961,826.8,9705,0
7,0,1782181219.9426537,1.7165550223071712e-09,1.0,718.1712418300654,824.5,9705,0
8,0,1782181273.9710393,1.162457076131931e-09,1.0,707.7287581699346,828.2,9705,0
9,0,1782181326.636416,1.2417623574281396e-09,1.0,696.6980392156863,843.1,9705,0
10,0,1782181381.344823,3.287020612124174e-10,1.0,719.5235294117648,835.5,9705,0
11,0,1782181435.6781735,1.1687176237677922e-09,1.0,718.0143790849673,838.4,9705,0
12,0,1782181489.2995574,4.382694055166223e-10,1.0,711.2967320261438,841.3,9705,0
13,0,1782181542.9620771,6.208815857958455e-10,1.0,709.9287581699347,831.4,9705,0
14,0,1782181596.503363,2.19134706023673e-10,1.0,726.1784313725491,841.4,9705,0
15,0,1782181651.5141497,3.287020568586016e-10,1.0,690.2712418300654,836.2,9705,0
16,0,1782181706.0125206,1.826122586479073e-10,1.0,727.243137254902,837.2,9705,0
17,0,1782181785.4855826,1.4608980256451007e-10,1.0,764.7908496732026,846.4,9705,0
18,0,1782181864.3237321,1.3080641145270598e-05,1.0,769.5398692810458,851.0,9705,0
19,0,1782181939.837072,0.0,1.0,756.2614379084968,849.9,9705,0
20,0,1782182019.5113459,5.682049555938102e-06,1.0,740.0614379084967,841.6,9705,0
21,0,1782182095.1380534,0.0,1.0,763.840522875817,832.3,9705,0
22,0,1782182172.7381327,0.00022650074114442565,1.0,758.7581699346405,852.6,9705,0
23,0,1782182250.7502968,0.0,1.0,780.9411764705883,860.6,9705,0
24,0,1782182327.4615777,8.843151594590031e-07,1.0,775.6359477124183,859.3,9705,0
25,0,1782182405.4356093,1.0968434845654127e-06,1.0,772.4039215686274,850.7,9705,0
26,0,1782182485.448473,1.060132893248262e-05,1.0,753.7032679738562,836.3,9705,0
27,0,1782182563.7139125,8.765386194653502e-10,1.0,755.881045751634,832.5,9705,0
28,0,1782182641.5726204,6.623297239826588e-05,1.0,758.2352941176471,856.7,9705,0
29,0,1782182720.5213199,0.0,1.0,754.3143790849674,845.5,9705,0
30,0,1782182797.2627947,0.00034510519574663267,1.0,757.2673202614378,845.9,9705,0
31,0,1782182873.618819,0.0,1.0,764.0424836601308,862.7,9705,0
32,0,1782182951.011404,0.00015879119398360167,1.0,763.4771241830065,841.7,9705,0
33,0,1782182985.6887023,0.0,1.0,737.9666666666667,825.7,831,1
34,0,1782183035.4599981,7.036680382510596e-06,1.0,753.5066666666667,814.4,831,1
35,0,1782183083.3975856,5.788472108161358e-05,1.0,755.4866666666666,826.4,831,1
36,0,1782183130.731857,7.450579708745408e-10,1.0,752.9266666666666,820.5,831,1
37,0,1782183180.7629158,0.0001718133842628866,1.0,741.9133333333334,801.0,831,1
38,0,1782183225.6177242,3.725290076417309e-10,1.0,742.5933333333334,801.0,831,1
39,0,1782183275.3981273,1.945595416401602e-05,1.0,753.38,822.5,831,1
40,0,1782183322.7018857,2.7251243974957263e-06,1.0,748.4599999999999,835.7,831,1
41,0,1782183415.2547472,7.31035027335936e-06,1.0,755.8300653594771,842.7,9705,0
42,0,1782183492.603391,6.905018560657774e-07,1.0,754.5777777777778,841.6,9705,0
43,0,1782183570.938879,7.702776644018005e-05,1.0,740.8797385620916,831.8,9705,0
44,0,1782183652.536558,0.0,1.0,752.2209150326797,848.0,9705,0
45,0,1782183732.609275,0.0009263403330003391,0.999896960329727,769.4764705882352,856.5,9705,0
46,0,1782183811.1222396,0.0,1.0,753.9509803921569,837.4,9705,0
47,0,1782183894.3008816,0.00021975039435639943,1.0,754.9725490196079,847.0,9705,0
48,0,1782183975.617546,0.0,1.0,760.6078431372549,851.4,9705,0
49,0,1782184055.2217555,1.366932096973927e-05,1.0,746.3169934640523,841.6,9705,0
50,0,1782184133.6022863,1.5326748854951507e-06,1.0,746.9980392156863,843.5,9705,0
51,0,1782184211.8945644,4.297724870443137e-06,1.0,771.2934640522875,866.5,9705,0
