seq_num,folder,crop_index,label,arrival_timestamp,interarrival_delay
0,normal,2162,0,1782349603.7991056,0.0
1,normal,341,0,1782349603.8009882,0.0018825531005859375
2,normal,680,0,1782349603.8030481,0.0020599365234375
3,normal,774,0,1782349603.80494,0.0018918514251708984
4,normal,232,0,1782349603.8070314,0.0020914077758789062
5,normal,1469,0,1782349603.8090155,0.001984119415283203
6,normal,1772,0,1782349603.8110712,0.002055644989013672
7,normal,2149,0,1782349603.8130975,0.0020263195037841797
8,normal,676,0,1782349603.8150048,0.0019073486328125
9,normal,170,0,1782349603.8171337,0.0021288394927978516
10,normal,1078,1,1782349603.8190708,0.0019371509552001953
11,normal,2506,0,1782349603.821008,0.0019371509552001953
12,normal,1589,0,1782349603.8231103,0.002102375030517578
13,normal,1551,0,1782349603.8250256,0.0019152164459228516
14,normal,175,0,1782349603.8271077,0.0020821094512939453
15,normal,603,0,1782349603.8290017,0.0018939971923828125
16,normal,148,0,1782349603.8311183,0.002116680145263672
17,normal,317,0,1782349603.8330145,0.0018961429595947266
18,normal,1200,3,1782349603.8350873,0.0020728111267089844
19,normal,3136,0,1782349603.837139,0.0020515918731689453
20,normal,2993,0,1782349603.8390162,0.0018773078918457031
21,normal,3045,0,1782349603.8411136,0.0020973682403564453
22,normal,675,0,1782349603.843076,0.001962423324584961
23,normal,2779,0,1782349603.8451073,0.0020313262939453125
24,normal,1335,0,1782349603.847002,0.0018947124481201172
25,normal,61,0,1782349603.849106,0.002104043960571289
26,normal,1084,1,1782349603.8510418,0.001935720443725586
27,normal,1264,3,1782349603.8531282,0.0020864009857177734
28,normal,2998,0,1782349603.855148,0.0020198822021484375
29,normal,429,0,1782349603.857047,0.0018990039825439453
30,normal,122,0,1782349603.8591669,0.002119779586791992
31,normal,1121,1,1782349603.861176,0.002009153366088867
32,normal,2630,0,1782349603.863029,0.0018529891967773438
33,normal,3,0,1782349603.8652778,0.0022487640380859375
34,normal,2413,0,1782349603.8670967,0.0018188953399658203
35,normal,767,0,1782349603.8689907,0.0018939971923828125
36,normal,2265,0,1782349603.8710968,0.002106189727783203
37,normal,2313,0,1782349603.8730102,0.001913309097290039
38,normal,58,0,1782349603.8750832,0.002073049545288086
39,normal,1417,0,1782349603.8770041,0.001920938491821289
40,normal,2605,0,1782349603.879033,0.002028942108154297
41,normal,1645,0,1782349603.8810694,0.0020363330841064453
42,normal,955,1,1782349603.883025,0.0019555091857910156
43,normal,1389,0,1782349603.8850467,0.00202178955078125
44,normal,1142,0,1782349603.8870745,0.002027750015258789
45,normal,2524,0,1782349603.8890111,0.0019366741180419922
46,normal,126,0,1782349603.89103,0.0020189285278320312
47,normal,444,0,1782349603.8930695,0.0020394325256347656
48,normal,2837,0,1782349603.895002,0.001932382583618164
49,normal,1605,0,1782349603.8970408,0.0020389556884765625
50,normal,1953,0,1782349603.8990698,0.002028942108154297
51,normal,2865,0,1782349603.9010077,0.0019378662109375
52,normal,2495,0,1782349603.9030328,0.002025127410888672
53,normal,824,0,1782349603.905091,0.002058267593383789
54,normal,1936,0,1782349603.907008,0.0019168853759765625
55,normal,2539,0,1782349603.9090378,0.002029895782470703
56,normal,164,0,1782349603.9110942,0.0020563602447509766
57,normal,787,0,1782349603.91309,0.0019958019256591797
58,normal,1649,0,1782349603.9151525,0.002062559127807617
59,normal,1344,0,1782349603.917158,0.002005338668823242
60,normal,2705,0,1782349603.919134,0.00197601318359375
61,normal,961,1,1782349603.9212692,0.0021352767944335938
62,normal,1465,0,1782349603.9230328,0.0017635822296142578
63,normal,3036,0,1782349603.9251103,0.0020775794982910156
64,normal,1172,0,1782349603.9271276,0.0020172595977783203
65,normal,1216,3,1782349603.9291487,0.0020210742950439453
66,normal,1566,0,1782349603.9311166,0.001967906951904297
67,normal,1268,3,1782349603.9331539,0.0020372867584228516
68,normal,2254,0,1782349603.9350188,0.0018649101257324219
69,normal,2500,0,1782349603.937154,0.0021352767944335938
70,normal,1081,1,1782349603.9391062,0.0019521713256835938
71,normal,2386,0,1782349603.9411016,0.0019953250885009766
72,normal,1011,1,1782349603.9431498,0.0020482540130615234
73,normal,2400,0,1782349603.9451792,0.0020294189453125
74,normal,3165,0,1782349603.947006,0.0018267631530761719
75,normal,805,0,1782349603.9491377,0.0021317005157470703
76,normal,1703,0,1782349603.9511364,0.0019986629486083984
77,normal,1670,0,1782349603.9532022,0.002065896987915039
78,normal,3044,0,1782349603.9550755,0.0018732547760009766
79,normal,2031,0,1782349603.957183,0.002107381820678711
80,normal,2699,0,1782349603.9590743,0.0018913745880126953
81,normal,737,0,1782349603.9612548,0.0021805763244628906
82,normal,849,0,1782349603.9630618,0.0018069744110107422
83,normal,727,0,1782349603.9651356,0.0020737648010253906
84,normal,278,0,1782349603.9671435,0.0020079612731933594
85,normal,2975,0,1782349603.9691346,0.0019910335540771484
86,normal,1037,1,1782349603.9710727,0.0019381046295166016
87,normal,604,0,1782349603.9731698,0.0020971298217773438
88,normal,1733,0,1782349603.9751492,0.001979351043701172
89,normal,1678,0,1782349603.9772365,0.0020873546600341797
90,normal,43,0,1782349603.9790802,0.0018436908721923828
91,normal,1523,0,1782349603.9811404,0.0020601749420166016
92,normal,2269,0,1782349603.9831686,0.002028226852416992
93,normal,2645,0,1782349603.985037,0.0018684864044189453
94,normal,2749,0,1782349603.9871483,0.002111196517944336
95,normal,2081,0,1782349603.989135,0.0019867420196533203
96,normal,1400,0,1782349603.9910734,0.0019383430480957031
97,normal,2035,0,1782349603.9932876,0.002214193344116211
98,normal,2025,0,1782349603.9949925,0.0017049312591552734
99,normal,2586,0,1782349603.9971032,0.002110719680786133
100,normal,1399,0,1782349603.9991384,0.0020351409912109375
101,normal,2635,0,1782349604.0011556,0.0020172595977783203
102,normal,568,0,1782349604.003079,0.0019233226776123047
103,normal,1650,0,1782349604.0052454,0.0021665096282958984
104,normal,3111,0,1782349604.0070367,0.001791238784790039
105,normal,2020,0,1782349604.009139,0.002102375030517578
106,normal,1444,0,1782349604.0111094,0.0019702911376953125
107,normal,3113,0,1782349604.01311,0.002000570297241211
108,normal,1044,1,1782349604.0151033,0.001993417739868164
109,normal,155,0,1782349604.0171566,0.0020532608032226562
110,normal,1854,0,1782349604.0189865,0.0018298625946044922
111,normal,1681,0,1782349604.0210204,0.0020339488983154297
112,normal,161,0,1782349604.0229976,0.001977205276489258
113,normal,2897,0,1782349604.0251484,0.0021507740020751953
114,normal,27,0,1782349604.0270214,0.001873016357421875
115,normal,3118,0,1782349604.0290356,0.00201416015625
116,normal,1466,0,1782349604.0311038,0.0020682811737060547
117,normal,184,0,1782349604.0330606,0.0019567012786865234
118,normal,1460,0,1782349604.0360978,0.0030372142791748047
119,normal,1804,0,1782349604.0370064,0.0009086132049560547
120,normal,980,1,1782349604.0391548,0.0021483898162841797
121,normal,595,0,1782349604.0412111,0.0020563602447509766
122,normal,1222,3,1782349604.0430982,0.0018870830535888672
123,normal,866,0,1782349604.0450926,0.0019943714141845703
124,normal,1031,1,1782349604.0470998,0.0020072460174560547
125,normal,1016,1,1782349604.0491827,0.00208282470703125
126,normal,1896,0,1782349604.0510216,0.0018389225006103516
127,normal,3027,0,1782349604.0531476,0.002125978469848633
128,normal,1905,0,1782349604.0551674,0.0020198822021484375
129,normal,691,0,1782349604.0570974,0.0019299983978271484
130,normal,1774,0,1782349604.0590806,0.001983165740966797
131,normal,108,0,1782349604.0614617,0.0023810863494873047
132,normal,202,0,1782349604.0630891,0.0016274452209472656
133,normal,1423,0,1782349604.0651343,0.002045154571533203
134,normal,2358,0,1782349604.0670743,0.001940011978149414
135,normal,1839,0,1782349604.0690978,0.002023458480834961
136,normal,938,0,1782349604.0710895,0.001991748809814453
137,normal,1886,0,1782349604.0732114,0.0021219253540039062
138,normal,268,0,1782349604.0751069,0.0018954277038574219
139,normal,2663,0,1782349604.077205,0.00209808349609375
140,normal,2516,0,1782349604.0791097,0.0019047260284423828
141,normal,839,0,1782349604.0811052,0.001995563507080078
142,normal,858,0,1782349604.083019,0.0019137859344482422
143,normal,2702,0,1782349604.0851011,0.0020821094512939453
144,normal,609,0,1782349604.0870984,0.001997232437133789
145,normal,1293,3,1782349604.0891278,0.0020294189453125
146,normal,2063,0,1782349604.0910773,0.0019495487213134766
147,normal,1183,0,1782349604.0930858,0.0020084381103515625
148,normal,743,0,1782349604.0951705,0.0020847320556640625
149,normal,72,0,1782349604.0971174,0.0019469261169433594
150,normal,1438,0,1782349604.0990965,0.0019791126251220703
151,normal,348,0,1782349604.1012151,0.0021185874938964844
152,normal,629,0,1782349604.103089,0.0018739700317382812
153,normal,1119,1,1782349604.1051178,0.0020287036895751953
154,normal,1610,0,1782349604.1070883,0.001970529556274414
155,normal,2273,0,1782349604.1090832,0.0019948482513427734
156,normal,1038,1,1782349604.1110864,0.002003192901611328
157,normal,1807,0,1782349604.1131673,0.0020809173583984375
158,normal,867,0,1782349604.1150887,0.0019214153289794922
159,normal,2160,0,1782349604.1171513,0.002062559127807617
160,normal,2384,0,1782349604.1190765,0.0019252300262451172
161,normal,2022,0,1782349604.121075,0.001998424530029297
162,normal,2656,0,1782349604.1230924,0.002017498016357422
163,normal,3087,0,1782349604.1251655,0.002073049545288086
164,normal,685,0,1782349604.1271148,0.001949310302734375
165,normal,154,0,1782349604.129154,0.002039194107055664
166,normal,2579,0,1782349604.1310945,0.0019404888153076172
167,normal,3190,0,1782349604.1330886,0.0019941329956054688
168,normal,1601,0,1782349604.1350195,0.0019309520721435547
169,normal,3133,0,1782349604.1371353,0.0021157264709472656
170,normal,633,0,1782349604.139081,0.0019457340240478516
171,normal,661,0,1782349604.1411312,0.002050161361694336
172,normal,592,0,1782349604.1431377,0.00200653076171875
173,normal,1769,0,1782349604.1452498,0.002112150192260742
174,normal,2976,0,1782349604.147111,0.0018610954284667969
175,normal,1606,0,1782349604.1492147,0.0021038055419921875
176,normal,2203,0,1782349604.1510491,0.0018343925476074219
177,normal,3011,0,1782349604.1530287,0.0019795894622802734
178,normal,2274,0,1782349604.1550107,0.001981973648071289
179,normal,626,0,1782349604.157035,0.002024412155151367
180,normal,1093,1,1782349604.1590803,0.002045154571533203
181,normal,344,0,1782349604.161281,0.0022008419036865234
182,normal,2145,0,1782349604.162991,0.0017099380493164062
183,normal,1821,0,1782349604.1649928,0.0020017623901367188
184,normal,2023,0,1782349604.167207,0.002214193344116211
185,normal,1851,0,1782349604.168975,0.0017681121826171875
186,normal,2199,0,1782349604.1711586,0.0021834373474121094
187,normal,1167,0,1782349604.1731153,0.0019567012786865234
188,normal,2608,0,1782349604.175011,0.0018956661224365234
189,normal,1683,0,1782349604.1772332,0.002222299575805664
190,normal,1580,0,1782349604.1791139,0.001880645751953125
191,normal,2689,0,1782349604.1810093,0.0018954277038574219
192,normal,1023,1,1782349604.1831493,0.002140045166015625
193,normal,1712,0,1782349604.1850207,0.001871347427368164
194,normal,68,0,1782349604.1870692,0.002048492431640625
195,normal,284,0,1782349604.1889827,0.0019135475158691406
196,normal,1213,3,1782349604.190999,0.002016305923461914
197,normal,532,0,1782349604.193106,0.002106904983520508
198,normal,2680,0,1782349604.1949832,0.0018773078918457031
199,normal,1306,0,1782349604.1970122,0.002028942108154297
200,normal,784,0,1782349604.1990688,0.002056598663330078
201,normal,2152,0,1782349604.2010596,0.001990795135498047
202,normal,2925,0,1782349604.2030466,0.001986980438232422
203,normal,694,0,1782349604.2049825,0.0019359588623046875
204,normal,219,0,1782349604.2069821,0.0019996166229248047
205,normal,981,1,1782349604.209047,0.002064943313598633
206,normal,109,0,1782349604.210978,0.0019309520721435547
207,normal,1969,0,1782349604.2130015,0.002023458480834961
208,normal,2567,0,1782349604.2151005,0.0020990371704101562
209,normal,3179,0,1782349604.2169816,0.0018811225891113281
210,normal,213,0,1782349604.2190697,0.0020880699157714844
211,normal,189,0,1782349604.2210207,0.001950979232788086
212,normal,2157,0,1782349604.2230415,0.0020208358764648438
213,normal,2600,0,1782349604.2252162,0.0021746158599853516
214,normal,304,0,1782349604.2270117,0.0017955303192138672
215,normal,355,0,1782349604.2293072,0.0022954940795898438
216,normal,865,0,1782349604.2311833,0.0018761157989501953
217,normal,2377,0,1782349604.233166,0.0019826889038085938
218,normal,506,0,1782349604.2349813,0.0018153190612792969
219,normal,1271,3,1782349604.2370543,0.002073049545288086
220,normal,447,0,1782349604.2390046,0.0019502639770507812
221,normal,1099,1,1782349604.2410402,0.0020356178283691406
222,normal,275,0,1782349604.2429965,0.0019562244415283203
223,normal,2836,0,1782349604.2450156,0.002019166946411133
224,normal,475,0,1782349604.2470129,0.001997232437133789
225,normal,327,0,1782349604.2491357,0.0021228790283203125
226,normal,2087,0,1782349604.2510538,0.0019180774688720703
227,normal,220,0,1782349604.25296,0.0019061565399169922
228,normal,127,0,1782349604.2550786,0.0021185874938964844
229,normal,3169,0,1782349604.257086,0.0020074844360351562
230,normal,1128,1,1782349604.258961,0.0018749237060546875
231,normal,2350,0,1782349604.261225,0.0022640228271484375
232,normal,2462,0,1782349604.2631385,0.0019135475158691406
233,normal,1068,1,1782349604.2650208,0.001882314682006836
234,normal,185,0,1782349604.267261,0.0022401809692382812
235,normal,2041,0,1782349604.2690089,0.0017478466033935547
236,normal,2197,0,1782349604.2711508,0.0021419525146484375
237,normal,2587,0,1782349604.273084,0.0019330978393554688
238,normal,1311,0,1782349604.2751465,0.002062559127807617
239,normal,668,0,1782349604.277049,0.0019025802612304688
240,normal,1358,0,1782349604.27924,0.002190828323364258
241,normal,559,0,1782349604.2811217,0.0018818378448486328
242,normal,1278,3,1782349604.2830641,0.0019423961639404297
243,normal,1875,0,1782349604.285015,0.001950979232788086
244,normal,2327,0,1782349604.2869973,0.0019822120666503906
