scenario,round,outage_active,frame_accuracy,balanced_accuracy,samples_received,samples_trained,live_samples,fallback_samples,round_wall_time,images_received_per_second,samples_trained_per_second,queue_fill_seconds_max,queue_fill_complete_edges,effective_training_duration,cpu_avg,cpu_peak,cpu_var,cpu_avg_host_percent,cpu_peak_host_percent,memory_avg_mb,memory_peak_mb,acc_car,acc_van,acc_bus,acc_others
outage_no_fallback,1,False,0.8664523043944266,0.25,336,336,336,0,21.494547128677368,15.631871562053943,15.631871562053943,0.23855669633485377,3,21.494630813598633,381.87500000000006,4968.8,690673.3557638892,47.73437500000001,621.1,2524.7030164930557,2524.703125,1.0,0.0,0.0,0.0
outage_no_fallback,2,False,0.8664523043944266,0.25,336,672,336,0,22.879392623901367,14.685704534349902,29.371409068699805,0.2350778947584331,3,44.374141693115234,356.7531914893617,794.7,113808.87014938887,44.594148936170214,99.3375,2524.703041888298,2524.703125,1.0,0.0,0.0,0.0
outage_no_fallback,3,False,0.8396570203644159,0.3648953148800341,336,768,336,0,21.736639261245728,15.457771367584623,35.33204884019342,0.2041922661010176,3,66.11092233657837,377.786,814.0,119066.771604,47.22325,101.75,2524.703046875,2524.703125,0.9497773379515092,0.0,0.5098039215686274,0.0
outage_no_fallback,4,False,0.10203644158628082,0.249836062008254,336,768,336,0,22.42129683494568,14.985752272647883,34.253148051766594,0.1989333680830896,3,88.53235697746277,376.09999999999997,795.4,113721.09083333334,47.012499999999996,99.425,2524.0467936197915,2524.703125,0.005937654626422563,0.9934065934065934,0.0,0.0
outage_no_fallback,5,False,0.8664523043944266,0.25,336,768,336,0,22.595496892929077,14.870219565967862,33.98907329364083,0.3097706539556384,3,111.12800693511963,374.8787234042553,821.3,113497.79571751921,46.859840425531914,102.6625,2523.718666888298,2523.71875,1.0,0.0,0.0,0.0
outage_no_fallback,6,False,0.09967845659163987,0.25061850569025235,336,768,336,0,21.97477436065674,15.290259389492011,34.94916431883888,0.24098421493545175,3,133.1029233932495,372.5877551020409,797.2,117600.87985006248,46.57346938775511,99.65,2523.718670280612,2523.71875,0.002474022761009401,1.0,0.0,0.0
outage_no_fallback,7,False,0.8715969989281886,0.2744016127365954,336,768,336,0,21.883984804153442,15.353693717436201,35.0941570684256,0.22568251239135861,3,154.9870684146881,380.0387755102041,803.0,112715.91543523532,47.504846938775515,100.375,2523.718670280612,2523.71875,0.9943097476496784,0.10329670329670329,0.0,0.0
outage_no_fallback,8,False,0.21178992497320473,0.281015953368749,336,768,336,0,21.819320917129517,15.399196027967086,35.198162349639055,0.34288694290444255,3,176.80654335021973,370.288,795.0,113127.113056,46.286,99.375,2523.718671875,2523.71875,0.13285502226620485,0.9912087912087912,0.0,0.0
outage_no_fallback,9,False,0.877384780278671,0.32921997596663605,336,768,336,0,21.712174654006958,15.475188706534817,35.37185990065101,0.23815400409512222,3,198.51887440681458,375.7104166666666,798.5,117353.72009982639,46.96380208333333,99.8125,2523.7186686197915,2523.71875,0.9740227610094013,0.34285714285714286,0.0,0.0
outage_no_fallback,10,False,0.7365487674169346,0.40192602041133635,336,768,336,0,21.895538806915283,15.345591764742545,35.07563831941153,0.346165286609903,3,220.4145655632019,454.7170212765957,3564.7,321427.1009868718,56.83962765957446,445.5875,2523.718666888298,2523.71875,0.7550717466600693,0.8395604395604396,0.013071895424836602,0.0
outage_no_fallback,11,False,0.6971061093247588,0.47386874274189816,336,768,336,0,22.495697498321533,14.93618946578873,34.139861636088526,0.2392810198944062,3,242.91050839424133,472.0625,4894.2,530673.2260937499,59.0078125,611.775,2523.7186686197915,2523.71875,0.6964374072241465,0.8395604395604396,0.35947712418300654,0.0
outage_no_fallback,12,False,0.8632368703108253,0.5016782272101421,336,768,336,0,22.257672548294067,15.095918015280201,34.5049554634976,0.2728113189805299,3,265.1683843135834,378.9235294117648,799.0,112505.50376009227,47.3654411764706,99.875,2523.7186734068628,2523.71875,0.9148936170212766,0.5362637362637362,0.5555555555555556,0.0
outage_no_fallback,13,False,0.8983922829581994,0.5502769215629768,336,768,336,0,22.025229930877686,15.255232342839415,34.86910249791866,0.2379391707945615,3,287.19377279281616,373.6854166666667,807.9,114796.79124565974,46.71067708333334,100.9875,2523.7186686197915,2523.71875,0.9601682335477486,0.3978021978021978,0.8431372549019608,0.0
outage_no_fallback,14,False,0.880171489817792,0.5397477042301969,336,768,336,0,22.46311640739441,14.957853305225072,34.18937898337159,0.23891503922641277,3,309.6570384502411,376.4895833333333,810.0,114374.42718315973,47.061197916666664,101.25,2523.7186686197915,2523.71875,0.9324591786244434,0.4945054945054945,0.7320261437908496,0.0
outage_no_fallback,15,False,0.8696677384780279,0.5241249923636337,336,768,336,0,21.716487169265747,15.47211560419974,35.36483566674226,0.29369913460686803,3,331.3737154006958,451.2895833333334,4189.6,415470.9092664931,56.41119791666667,523.7,2523.7186686197915,2523.71875,0.9443344878772885,0.210989010989011,0.9411764705882353,0.0
outage_no_fallback,16,False,0.6829581993569132,0.5901348320193097,336,768,336,0,22.98460555076599,14.618480150023823,33.413668914340164,0.35689417482353747,3,354.3584933280945,396.41296296296287,804.6,107313.15594307269,49.55162037037036,100.575,2523.718677662037,2523.71875,0.6603166749134092,0.8505494505494505,0.8496732026143791,0.0
outage_no_fallback,17,False,0.834941050375134,0.5968790326366658,336,768,336,0,22.25639843940735,15.096782209159045,34.506930763792106,0.2968719827476889,3,376.61503314971924,386.33392857142854,801.0,106050.07438456632,48.29174107142857,100.125,2523.718680245536,2523.71875,0.8567540821375557,0.654945054945055,0.8758169934640523,0.0
outage_no_fallback,18,False,0.8355841371918542,0.5285404877387588,336,768,336,0,21.90489888191223,15.339034515126153,35.06065032028835,0.23627658328041434,3,398.5200791358948,381.3729166666667,807.9,114869.97822482638,47.67161458333334,100.9875,2523.7186686197915,2523.71875,0.8983176645225136,0.2681318681318681,0.9477124183006536,0.0
outage_no_fallback,19,False,0.8563772775991425,0.5752620628555664,336,768,336,0,22.246297597885132,15.103636842111749,34.522598496255426,0.17876724153757095,3,420.76668977737427,436.95,3250.0,284557.8775,54.61875,406.25,2523.7186686197915,2523.71875,0.8906481939633845,0.5934065934065934,0.8169934640522876,0.0
outage_no_fallback,20,True,0.8743837084673097,0.4741695427203475,320,768,320,0,21.675041913986206,14.763523930881735,35.432457434116166,0.23787260823883116,2,442.44189834594727,389.8127659574468,793.5,113447.7594114984,48.72659574468085,99.1875,2523.718666888298,2523.71875,0.9703117268678871,0.05054945054945055,0.8758169934640523,0.0
outage_no_fallback,21,True,0.8135048231511254,0.5512988859381152,320,768,320,0,21.960510969161987,14.571609943382441,34.97186386411786,0.2974397987127304,2,464.40256118774414,394.88775510204084,794.7,112512.7863806747,49.360969387755105,99.3375,2523.718670280612,2523.71875,0.8476001979218208,0.5340659340659341,0.8235294117647058,0.0
outage_no_fallback,22,True,0.8278670953912112,0.47872125860963655,320,768,320,0,21.840949058532715,14.651377975490675,35.16330714117762,0.23875748133286834,2,486.2436525821686,388.6604166666666,798.1,112454.92030815972,48.582552083333326,99.7625,2523.7186686197915,2523.71875,0.8998020781791193,0.23076923076923078,0.7843137254901961,0.0
outage_no_fallback,23,True,0.7007502679528403,0.5545966136362562,320,768,320,0,21.518821239471436,14.870703020341654,35.68968724881997,0.2943474689964205,2,507.76266145706177,376.01875,808.7,118053.18069010419,47.00234375,101.0875,2523.7186686197915,2523.71875,0.7102919346857991,0.5538461538461539,0.954248366013072,0.0
outage_no_fallback,24,True,0.8709539121114683,0.5157104683307495,320,768,320,0,22.387926816940308,14.293418172059821,34.304203612943574,0.29654345917515457,2,530.1507613658905,376.21276595744683,805.6,117633.78324128565,47.026595744680854,100.7,2523.718666888298,2523.71875,0.9453240969816923,0.23516483516483516,0.8823529411764706,0.0
outage_no_fallback,25,True,0.84994640943194,0.5399393934612376,320,768,320,0,22.528482675552368,14.204241120386685,34.09017868892804,0.19458801858127117,2,552.679395198822,382.26304347826084,798.1,118427.6540689981,47.782880434782605,99.7625,2523.7186650815215,2523.71875,0.9084611578426521,0.3362637362637363,0.9150326797385621,0.0
outage_no_fallback,26,True,0.36591639871382636,0.5227274857976025,320,768,320,0,22.050553560256958,14.512107332160372,34.82905759718489,0.18023062450811264,2,574.7301025390625,384.0612244897959,809.5,110398.45870054145,48.00765306122449,101.1875,2523.718670280612,2523.71875,0.2904502721425037,0.8527472527472527,0.9477124183006536,0.0
outage_no_fallback,27,True,0.8728831725616292,0.5135513686056515,320,768,320,0,23.279512405395508,13.745992374214564,32.99038169811495,0.2392512906808406,2,598.0097596645355,422.56595744680857,1701.5,148394.2520325939,52.82074468085107,212.6875,2523.718666888298,2523.71875,0.9450766947055913,0.2725274725274725,0.8366013071895425,0.0
outage_no_fallback,28,True,0.7942122186495176,0.558259171289267,320,768,320,0,21.799218893051147,14.679425055087876,35.2306201322109,0.2455776531714946,2,619.8091223239899,383.9021739130434,795.5,119860.94586483933,47.98777173913042,99.4375,2523.7186650815215,2523.71875,0.8255813953488372,0.5054945054945055,0.9019607843137255,0.0
outage_no_fallback,29,True,0.5792068595927117,0.5513632748548487,320,768,320,0,21.803223848342896,14.676728644618345,35.22414874708403,0.19197896379046142,2,641.6125178337097,377.8829787234043,795.1,120460.16609325488,47.235372340425535,99.3875,2523.718666888298,2523.71875,0.5423057892132608,0.8461538461538461,0.8169934640522876,0.0
outage_no_fallback,30,True,0.8572347266881029,0.46786803367485613,320,768,320,0,22.726945400238037,14.08020278856517,33.79248669255641,0.2960768670309335,2,664.3396210670471,379.67391304347825,794.8,114045.87497164459,47.45923913043478,99.35,2523.7186650815215,2523.71875,0.9517565561603166,0.03736263736263736,0.8823529411764706,0.0
outage_no_fallback,31,True,0.5693461950696678,0.5523272677040468,320,768,320,0,21.98815655708313,14.55328913859844,34.92789393263626,0.23725110152736306,2,686.3279454708099,386.18823529411765,800.8,116522.1179008074,48.273529411764706,100.1,2523.7186734068628,2523.71875,0.5383473527956457,0.7428571428571429,0.9281045751633987,0.0
outage_no_fallback,32,True,0.8270096463022508,0.4706396579362787,320,768,320,0,22.87545609474182,13.98879212176913,33.57310109224591,0.2801429498940706,2,709.2035446166992,394.2260869565218,794.5,114662.0041020794,49.27826086956522,99.3125,2523.7186650815215,2523.71875,0.9148936170212766,0.03956043956043956,0.9281045751633987,0.0
outage_no_fallback,33,True,0.4390139335476956,0.4759918782468773,320,768,320,0,21.77806806564331,14.693681690931358,35.26483605823526,0.29482684819959104,2,730.9817659854889,379.39787234042547,801.7,120411.60233589858,47.42473404255318,100.2125,2523.718666888298,2523.71875,0.41142998515586343,0.5186813186813187,0.9738562091503268,0.0
outage_no_fallback,34,True,0.8625937834941051,0.4642693709514154,320,768,320,0,25.137346744537354,12.73006269325301,30.552150463807227,0.29850082146003837,2,756.1192619800568,374.6510638297873,814.6,119976.72717971931,46.83138297872341,101.825,2523.718666888298,2523.71875,0.9616526472043543,0.0,0.8954248366013072,0.0
outage_no_fallback,35,True,0.8212218649517685,0.5181582084869625,320,768,320,0,21.678034782409668,14.76148567948878,35.427565630773074,0.17705399892292917,2,777.797449350357,383.50624999999997,793.0,114994.74516927083,47.938281249999996,99.125,2523.7186686197915,2523.71875,0.8805047006432459,0.2967032967032967,0.8954248366013072,0.0
outage_no_fallback,36,True,0.7239013933547696,0.5177707404153252,320,768,320,0,22.465354204177856,14.24415556023105,34.18597334455452,0.23665579361841083,2,800.2629461288452,463.75957446808513,3578.4,324620.0675147125,57.96994680851064,447.3,2523.718666888298,2523.71875,0.7585353785254825,0.3648351648351648,0.9477124183006536,0.0
outage_no_fallback,37,True,0.8120042872454448,0.49729784401612565,320,768,320,0,22.436031818389893,14.262771714279223,34.230652114270136,0.2968582632020116,2,822.699116230011,485.63260869565215,4573.7,484485.4130671077,60.70407608695652,571.7125,2523.7186650815215,2523.71875,0.8807521029193469,0.1934065934065934,0.9150326797385621,0.0
outage_no_fallback,38,True,0.4289389067524116,0.529049562833799,320,768,320,0,22.463821411132812,14.245127493820426,34.18830598516902,0.2917846296913922,2,845.163092136383,395.466,795.3,115110.621844,49.43325,99.4125,2523.718671875,2523.71875,0.37085601187530925,0.778021978021978,0.9673202614379085,0.0
outage_no_fallback,39,True,0.8546623794212219,0.500971242732747,320,768,320,0,22.285242319107056,14.35927845961255,34.462268303070125,0.23758368170820177,2,867.4484844207764,389.5565217391304,810.3,114493.32289224955,48.6945652173913,101.2875,2523.7186650815215,2523.71875,0.9228104898565067,0.3032967032967033,0.7777777777777778,0.0
outage_no_fallback,40,True,0.6812433011789925,0.5288584484403386,320,768,320,0,22.019222736358643,14.532756393422039,34.878615344212896,0.17849908908829093,2,889.4679369926453,446.88043478260863,2994.4,257007.84766068053,55.86005434782608,374.3,2523.7186650815215,2523.71875,0.6924789708065314,0.5340659340659341,0.8888888888888888,0.0
outage_no_fallback,41,True,0.832583065380493,0.4599986911117103,320,768,320,0,21.950440168380737,14.578295357418616,34.987908857804676,0.23667411576025188,2,911.4185309410095,380.31521739130443,809.1,116182.64911625706,47.539402173913054,101.1375,2523.7186650815215,2523.71875,0.9247897080653142,0.01978021978021978,0.8954248366013072,0.0
outage_no_fallback,42,True,0.6786709539121115,0.5225930511003422,320,768,320,0,21.869330406188965,14.632363865582313,35.11767327739755,0.2384787171613425,2,933.2880146503448,380.5739130434783,799.4,116635.96105860111,47.571739130434786,99.925,2523.7186650815215,2523.71875,0.6939633844631371,0.4879120879120879,0.9084967320261438,0.0
outage_no_fallback,43,True,0.46109324758842446,0.5241867487552501,320,768,320,0,21.889487266540527,14.61888970278168,35.08533528667603,0.23883070657029748,2,955.1776742935181,434.9122448979592,2101.3,165294.20107455231,54.3640306122449,262.6625,2523.718670280612,2523.71875,0.4151410192973775,0.7142857142857143,0.9673202614379085,0.0
outage_no_fallback,44,True,0.812433011789925,0.4842563456826926,320,768,320,0,21.842350482940674,14.650437930200168,35.1610510324804,0.2972588608972728,2,977.020220041275,413.2106382978724,1518.6,135305.2609506564,51.65132978723405,189.825,2523.718666888298,2523.71875,0.8879267689262741,0.13406593406593406,0.9150326797385621,0.0
outage_no_fallback,45,True,0.8317256162915327,0.5912851193332609,320,768,320,0,22.914693117141724,13.964838994968629,33.51561358792471,0.17854271922260523,2,999.9350633621216,387.0063829787235,800.4,117088.96527840653,48.375797872340435,100.05,2523.718666888298,2523.71875,0.8515586343394359,0.6835164835164835,0.8300653594771242,0.0
outage_no_fallback,46,True,0.7717041800643086,0.49877605440227324,320,768,320,0,21.775920867919922,14.695130549974625,35.268313319939104,0.2343845444265753,2,1021.7111299037933,388.091304347826,807.5,116408.64644612477,48.51141304347825,100.9375,2523.7186650815215,2523.71875,0.8248391885205344,0.2879120879120879,0.8823529411764706,0.0
outage_no_fallback,47,True,0.717470525187567,0.5477688127992287,320,768,320,0,21.80584192276001,14.674966512803966,35.21991963072952,0.23930658539757133,2,1043.5171167850494,378.63124999999997,810.1,115514.29881510418,47.328906249999996,101.2625,2523.7186686197915,2523.71875,0.7333003463631865,0.5296703296703297,0.9281045751633987,0.0
outage_no_fallback,48,True,0.8186495176848875,0.469412530741372,320,768,320,0,22.04809880256653,14.513723059094334,34.8329353418264,0.2090467249508947,2,1065.5653774738312,384.91489361702133,809.1,116145.6365866908,48.11436170212767,101.1375,2523.718666888298,2523.71875,0.900791687283523,0.0945054945054945,0.8823529411764706,0.0
outage_no_fallback,49,True,0.804930332261522,0.44143470326635326,320,768,320,0,22.592766761779785,14.163825235488398,33.99318056517215,0.2990369794424623,2,1088.1582987308502,385.4583333333333,794.5,112836.65034722222,48.182291666666664,99.3125,2523.7186686197915,2523.71875,0.8866897575457694,0.12087912087912088,0.7581699346405228,0.0
outage_no_fallback,50,True,0.8780278670953912,0.44470322086382863,320,768,320,0,22.534189701080322,14.200643743788964,34.081544985093515,0.3492584992200136,2,1110.692654132843,383.6173913043478,809.9,120189.0344801512,47.952173913043474,101.2375,2523.7186650815215,2523.71875,0.9811974270163285,0.026373626373626374,0.7712418300653595,0.0
outage_no_fallback,51,True,0.5446945337620579,0.46703886467107936,320,768,320,0,22.10383105278015,14.477128387196544,34.745108129271706,0.17770839924924076,2,1132.7966675758362,485.3132075471698,4518.6,416307.3683161268,60.66415094339622,564.825,2523.7186762971696,2523.71875,0.5512122711528946,0.36923076923076925,0.9477124183006536,0.0
outage_no_fallback,52,True,0.7789924973204716,0.5391304450579125,320,768,320,0,21.694310426712036,14.750411223303345,35.40098693592803,0.24151584482751787,2,1154.491150379181,385.37659574468097,790.7,113889.74519692169,48.17207446808512,98.8375,2523.718666888298,2523.71875,0.8149430974764967,0.4461538461538462,0.8954248366013072,0.0
outage_no_fallback,53,True,0.577277599142551,0.5262846855841006,320,768,320,0,22.397456169128418,14.28733681109164,34.289608346619936,0.1785263796336949,2,1176.8887557983398,393.9938775510204,802.0,113320.67812578093,49.24923469387755,100.25,2523.718670280612,2523.71875,0.5640771895101435,0.5868131868131868,0.954248366013072,0.0
outage_no_fallback,54,True,0.7157556270096463,0.447753357931051,320,768,320,0,22.03664803504944,14.521264735500509,34.85103536520122,0.295993059175089,2,1198.925565958023,387.5,811.3,114272.44653061224,48.4375,101.4125,2523.718670280612,2523.71875,0.7840178129638793,0.05274725274725275,0.954248366013072,0.0
outage_no_fallback,55,True,0.7193997856377278,0.4482907342259148,320,768,320,0,22.62036156654358,14.146546643767747,33.95171194504259,0.1795933237299323,2,1221.5461423397064,384.6,812.2,114617.80000000002,48.075,101.525,2523.7186650815215,2523.71875,0.7736269173676398,0.24175824175824176,0.7777777777777778,0.0
outage_no_fallback,56,True,0.8066452304394427,0.48435953391493747,320,768,320,0,22.082669019699097,14.491001957894689,34.778404698947256,0.356606085319072,2,1243.6289658546448,389.3739130434782,797.1,119241.08236294898,48.67173913043477,99.6375,2523.7186650815215,2523.71875,0.872093023255814,0.24835164835164836,0.8169934640522876,0.0
