scenario,round,outage_active,frame_accuracy,balanced_accuracy,samples_received,samples_trained,live_samples,fallback_samples,round_wall_time,images_received_per_second,samples_trained_per_second,queue_fill_seconds_max,queue_fill_complete_edges,effective_training_duration,cpu_avg,cpu_peak,cpu_var,cpu_avg_host_percent,cpu_peak_host_percent,memory_avg_mb,memory_peak_mb,acc_car,acc_van,acc_bus,acc_others
outage_replay_wgan,1,False,0.8664523043944266,0.25,336,336,336,0,23.064290046691895,14.567974965619737,14.567974965619737,0.23855669633485377,3,23.06436324119568,246.10263157894747,794.6,89136.88236149587,30.762828947368433,99.325,2635.674444901316,2635.67578125,1.0,0.0,0.0,0.0
outage_replay_wgan,2,False,0.8664523043944266,0.25,336,672,336,0,23.08166790008545,14.557006948304464,29.114013896608927,0.2350778947584331,3,46.146135091781616,368.6148936170213,832.1,113504.8102037121,46.076861702127665,104.0125,2597.178191489362,2635.67578125,1.0,0.0,0.0,0.0
outage_replay_wgan,3,False,0.8396570203644159,0.3648953148800341,336,768,336,0,23.112316608428955,14.537703238171389,33.229035972963175,0.2041922661010176,3,69.25865268707275,398.1907407407408,794.9,109013.75343278462,49.7738425925926,99.3625,2577.308521412037,2577.30859375,0.9497773379515092,0.0,0.5098039215686274,0.0
outage_replay_wgan,4,False,0.10203644158628082,0.249836062008254,336,768,336,0,23.205032348632812,14.479617823924144,33.09626931182661,0.1989333680830896,3,92.463858127594,374.17254901960786,795.1,115458.15454056133,46.77156862745098,99.3875,2577.3085171568628,2577.30859375,0.005937654626422563,0.9934065934065934,0.0,0.0
outage_replay_wgan,5,False,0.8664523043944266,0.25,336,768,336,0,22.05105447769165,15.23736655496092,34.82826641133925,0.3097706539556384,3,114.51508474349976,438.0571428571428,3074.5,257147.4485714285,54.75714285714285,384.3125,2577.308514030612,2577.30859375,1.0,0.0,0.0,0.0
outage_replay_wgan,6,False,0.09967845659163987,0.25061850569025235,336,768,336,0,21.817650318145752,15.400375159581168,35.200857507614096,0.24098421493545175,3,136.33290576934814,374.11875000000003,798.7,114460.97569010417,46.764843750000004,99.8375,2577.3085123697915,2577.30859375,0.002474022761009401,1.0,0.0,0.0
outage_replay_wgan,7,False,0.8715969989281886,0.2744016127365954,336,768,336,0,21.991580724716187,15.278574296497563,34.92245553485157,0.22568251239135861,3,158.32464385032654,381.37,795.3,112983.57289999998,47.67125,99.4125,2577.308515625,2577.30859375,0.9943097476496784,0.10329670329670329,0.0,0.0
outage_replay_wgan,8,False,0.21178992497320473,0.281015953368749,336,768,336,0,22.750303506851196,14.769033736135189,33.75779139688043,0.34288694290444255,3,181.07511067390442,376.54509803921565,799.1,110460.87933871585,47.068137254901956,99.8875,2577.3085171568628,2577.30859375,0.13285502226620485,0.9912087912087912,0.0,0.0
outage_replay_wgan,9,False,0.877384780278671,0.32921997596663605,336,768,336,0,22.814226627349854,14.727652420056215,33.66320553155706,0.23815400409512222,3,203.88952827453613,375.94693877551026,813.6,116319.58208246564,46.99336734693878,101.7,2577.308514030612,2577.30859375,0.9740227610094013,0.34285714285714286,0.0,0.0
outage_replay_wgan,10,False,0.7365487674169346,0.40192602041133635,336,768,336,0,22.191725492477417,15.140778490338562,34.607493692202425,0.346165286609903,3,226.08141589164734,374.23333333333335,794.7,115518.0538888889,46.77916666666667,99.3375,2577.3085123697915,2577.30859375,0.7550717466600693,0.8395604395604396,0.013071895424836602,0.0
